;Id;username;party;text;created_at;retweet_count;favorite_count;language;text_modif;traducciones;day;month;year
393;393;krls;jxcat;El típic compromís democràtic del PSC. Preparar l'empresonament dels líders escollits a les urnes, riure's d'ells i les seves famílies, i blanquejar la monarquia designada per Franco. ;2018-10-08 19:42:39;6257;10662;ca;El típic compromís democràtic del PSC. Preparar l'empresonament dels líders escollits a les urnes, riure's d'ells i les seves famílies, i blanquejar la monarquia designada per Franco. ;El típic compromís democràtic del PSC. Preparar l'empresonament dels líders escollits a les urnes, riure's d'ells i les seves famílies, i blanquejar la monarquia designada per Franco. ;8;10;2018
394;394;miqueliceta;psc;Muere la exministra Carmen Alborch a los 70 años, Miquel Alberola y Ferran Bono | España | EL PAÍS ;2018-10-24 15:09:58;12;33;es;Muere la exministra Carmen Alborch a los 70 años, Miquel Alberola y Ferran Bono | España | EL PAÍS ;Mor l'exministra Carmen Alborch als 70 anys, Miquel Alberola i Ferran Bono | Espanya | PAÍS ;24;10;2018
395;395;martarovira;erc;"Si faig una enquesta popular, crec que endevino la resposta: qui ha fet ús de la violència a Catalunya? 
Els que teniu a la presó, són homes de pau! ";2017-12-05 08:12:18;859;2146;ca;"Si faig una enquesta popular, crec que endevino la resposta: qui ha fet ús de la violència a Catalunya? 
Els que teniu a la presó, són homes de pau! ";Si faig una enquesta popular, crec que endevino la resposta: qui ha fet ús de la violència a Catalunya? Els que teniu a la presó, són homes de pau! ;5;12;2017
396;396;joantarda;erc;Rebem el Relator Especial per a la promoció de la veritat, la justícia, la reparació i les garanties de no repetició de Nacions  Unides Fabián Salvioli. Cal acabar amb el model espanyol d’impunitat. ;2018-09-18 08:38:22;55;122;ca;Rebem el Relator Especial per a la promoció de la veritat, la justícia, la reparació i les garanties de no repetició de Nacions  Unides Fabián Salvioli. Cal acabar amb el model espanyol d’impunitat. ;Rebem el Relator Especial per a la promoció de la veritat, la justícia, la reparació i les garanties de no repetició de Nacions Unides Fabián Salvioli. Cal acabar amb el model espanyol d’impunitat. ;18;9;2018
397;397;quimtorraipla;jxcat;Per molts anys, estimada @AnnaGaSabate. Espero poder abraçar-te ben aviat a l’admirada Suïssa, però sobretot, en el teu retorn a Catalunya. No pararem fins que totes sigueu lliures, a casa. Una forta abraçada!;2018-09-13 07:21:06;1210;5400;ca;Per molts anys, estimada @AnnaGaSabate. Espero poder abraçar-te ben aviat a l’admirada Suïssa, però sobretot, en el teu retorn a Catalunya. No pararem fins que totes sigueu lliures, a casa. Una forta abraçada!;Per molts anys, estimada @AnnaGaSabate. Espero poder abraçar-te ben aviat a l’admirada Suïssa, però sobretot, en el teu retorn a Catalunya. No pararem fins que totes sigueu lliures, a casa. Una forta abraçada! ;13;9;2018
398;398;joantarda;erc;"“Quan es nega el diàleg, la democràcia perd”. Us adjunto aquest article publicat a @ElLlobregat per si és d’interès.
";2018-09-08 19:26:51;30;87;ca;"“Quan es nega el diàleg, la democràcia perd”. Us adjunto aquest article publicat a @ElLlobregat per si és d’interès.
";“Quan es nega el diàleg, la democràcia perd”. Us adjunto aquest article publicat a @ElLlobregat per si és d’interès. ;8;9;2018
399;399;quimtorraipla;jxcat;"Avui fa 4 anys Escòcia vivia el seu referèndum d'independència, pactat entre Edimburg i Londres sense cap drama.

A les urnes va guanyar l'unionisme, però la victòria va ser per tot el poble escocès que gaudeix del reconeixement internacional del seu dret a l'autodeterminació. ";2018-09-18 14:29:26;1504;4578;ca;"Avui fa 4 anys Escòcia vivia el seu referèndum d'independència, pactat entre Edimburg i Londres sense cap drama.

A les urnes va guanyar l'unionisme, però la victòria va ser per tot el poble escocès que gaudeix del reconeixement internacional del seu dret a l'autodeterminació. ";Avui fa 4 anys Escòcia vivia el seu referèndum d'independència, pactat entre Edimburg i Londres sense cap drama. A les urnes va guanyar l'unionisme, però la victòria va ser per tot el poble escocès que gaudeix del reconeixement internacional del seu dret a l'autodeterminació. ;18;9;2018
400;400;santirodriguez;ppc;"Una cosa es opinar sin responsabilidad de Gobierno y otra gobernar con responsabilidad. 
Claro que esto último no lo conocéis!!! 
@PPCatalunya @PPopular ";2018-05-09 15:55:29;7;12;es;"Una cosa es opinar sin responsabilidad de Gobierno y otra gobernar con responsabilidad. 
Claro que esto último no lo conocéis!!! 
@PPCatalunya @PPopular ";Una cosa és opinar sense responsabilitat de govern i una altra governar amb responsabilitat. És clar que això últim no el coneixeu !!! @PPCatalunya @PPopular ;9;5;2018
401;401;joantarda;erc;"Això és textual el q he dit a @rac1 parlant de la moció de censura: “Sempre hem dit que el PSOE governant amb el suport de Podemos sempre serà un govern més dialogant -encara que ens castiguin, ens colpegin- que no pas un govern del PP suportat per Ciudadanos"". I m’hi ratifico!";2018-08-30 19:55:07;377;1262;ca;"Això és textual el q he dit a @rac1 parlant de la moció de censura: “Sempre hem dit que el PSOE governant amb el suport de Podemos sempre serà un govern més dialogant -encara que ens castiguin, ens colpegin- que no pas un govern del PP suportat per Ciudadanos"". I m’hi ratifico!";"Això és textual el q he dit a @rac1 parlant de la moció de censura: “Sempre hem dit que el PSOE governant amb el suport de Podemos sempre serà un govern més dialogant -encara que ens castiguin, ens colpegin- que no pas un govern del PP suportat per Ciudadanos"". I m’hi ratifico! ";30;8;2018
402;402;inesarrimadas;cs;El cambio en Andalucía está muy cerca. Aquí tenéis mi entrevista de hoy para @opiniondemalaga 👉🏻 ;2018-11-18 17:43:07;224;513;es;El cambio en Andalucía está muy cerca. Aquí tenéis mi entrevista de hoy para @opiniondemalaga 👉🏻 ;El canvi a Andalusia està molt a prop. Aquí teniu la meva entrevista d'avui per @opiniondemalaga 👉🏻 ;18;11;2018
403;403;albert_rivera;cs;#PPSOE bloquean la reforma de la financiación autonómica mientras regalan cuponazos al PNV por vía urgente. Ya basta de tratar a millones de españoles como ciudadanos de segunda para comprar el apoyo de los nacionalistas. Queremos una España de libres e iguales. #AhoraSíCádiz🍊 ;2018-11-18 15:23:21;391;731;es;#PPSOE bloquean la reforma de la financiación autonómica mientras regalan cuponazos al PNV por vía urgente. Ya basta de tratar a millones de españoles como ciudadanos de segunda para comprar el apoyo de los nacionalistas. Queremos una España de libres e iguales. #AhoraSíCádiz🍊 ;#PPSOE bloquegen la reforma del finançament autonòmic mentre regalen cuponazos al PNB per via urgent. Ja n'hi ha prou de tractar milions d'espanyols com a ciutadans de segona per comprar el suport dels nacionalistes. Volem una Espanya de lliures i iguals. # AhoraSíCádiz🍊 ;18;11;2018
404;404;joantarda;erc;"Adjunto la primera part del que li hem dit avui a Pedro Sánchez: “Sense  referèndum d’autodeterminació no hi ha solució democràtica”
";2018-07-17 10:44:36;137;292;ca;"Adjunto la primera part del que li hem dit avui a Pedro Sánchez: “Sense  referèndum d’autodeterminació no hi ha solució democràtica”
";Adjunto la primera part del que li hem dit avui a Pedro Sánchez: “Sense referèndum d’autodeterminació no hi ha solució democràtica” ;17;7;2018
405;405;santirodriguez;ppc;"Después de oir a @KRLS este artículo de hoy es más oportuno que nunca. @ABC_Barcelona @abc_es @PPCatalunya 
";2017-05-31 09:21:19;5;4;es;"Después de oir a @KRLS este artículo de hoy es más oportuno que nunca. @ABC_Barcelona @abc_es @PPCatalunya 
";Després de sentir a @KRLS aquest article d'avui és més oportú que mai. @ABC_Barcelona @abc_es @PPCatalunya ;31;5;2017
406;406;jaumecollboni;psc;El #Brexit como una tapadera de la ultraderecha para retroceder en derechos y libertades. Esto es lo que pretenden aquellos que quieren romper el proyecto comunitario en Europa  @fjavilopez👇🏼;2018-10-17 14:59:03;8;14;es;El #Brexit como una tapadera de la ultraderecha para retroceder en derechos y libertades. Esto es lo que pretenden aquellos que quieren romper el proyecto comunitario en Europa  @fjavilopez👇🏼;El #Brexit com una tapadora de la ultradreta per retrocedir en drets i llibertats. Això és el que pretenen aquells que volen trencar el projecte comunitari a Europa @ fjavilopez👇🏼 ;17;10;2018
407;407;inesarrimadas;cs;"El Instituto Luther King corrige al separatismo y pide que dejen de utilizar su nombre👇🏻

""No es justo que usen su figura. No veo que formar parte de España sea una opresión ni que nadie les impida ejercer sus derechos"" ";2018-09-14 09:12:09;2231;3971;es;"El Instituto Luther King corrige al separatismo y pide que dejen de utilizar su nombre👇🏻

""No es justo que usen su figura. No veo que formar parte de España sea una opresión ni que nadie les impida ejercer sus derechos"" ";"L'Institut Luther King corregeix al separatisme i demana que deixin d'utilitzar la seva nombre👇🏻 ""No és just que facin servir la seva figura. No veig que formar part d'Espanya sigui una opressió ni que ningú els impedeixi exercir els seus drets"" ";14;9;2018
408;408;albert_rivera;cs;La cuenta de un gobierno autonómico del Estado haciendo propaganda de una declaración ilegal de secesión contra el Estado. Y asi Torra cada día, pero Sánchez lo permite todo. Impunidad a cambio de seguir de inquilino en la Moncloa sin pasar por las urnas. ;2018-10-28 09:44:48;670;1071;es;La cuenta de un gobierno autonómico del Estado haciendo propaganda de una declaración ilegal de secesión contra el Estado. Y asi Torra cada día, pero Sánchez lo permite todo. Impunidad a cambio de seguir de inquilino en la Moncloa sin pasar por las urnas. ;El compte d'un govern autonòmic de l'Estat fent propaganda d'una declaració il·legal de secessió contra l'Estat. I així Torra cada dia, però Sánchez ho permet tot. Impunitat a canvi de seguir d'inquilí a la Moncloa sense passar per les urnes. ;28;10;2018
409;409;xavierdomenechs;comuns;"Fa pocs dies vaig poder estar amb @jcuixart ahir rebia una carta seva: ""ens retrobarem a peu de carrer, al mateix costat de la trinxera, sempre"". Un any de presó, un any d’ignomínia. A peu de carrer ens retrobarem, fins la victòria, sempre";2018-10-16 08:01:05;1263;5220;ca;"Fa pocs dies vaig poder estar amb @jcuixart ahir rebia una carta seva: ""ens retrobarem a peu de carrer, al mateix costat de la trinxera, sempre"". Un any de presó, un any d’ignomínia. A peu de carrer ens retrobarem, fins la victòria, sempre";"Fa pocs dies vaig poder estar amb @jcuixart ahir rebia una carta seva: ""ens retrobarem a peu de carrer, al mateix costat de la trinxera, sempre"". Un any de presó, un any d’ignomínia. A peu de carrer ens retrobarem, fins la victòria, sempre ";16;10;2018
410;410;krls;jxcat;"Avui Ventura Pons ha presentat el seu film ""Miss Dalí"" a Brussel·les, amb una excelsa Claire Bloom. Un veritable honor haver-los pogut acompanyar! ";2018-09-03 22:41:57;502;2431;ca;"Avui Ventura Pons ha presentat el seu film ""Miss Dalí"" a Brussel·les, amb una excelsa Claire Bloom. Un veritable honor haver-los pogut acompanyar! ";"Avui Ventura Pons ha presentat el seu film ""Miss Dalí"" a Brussel·les, amb una excelsa Claire Bloom. Un veritable honor haver-los pogut acompanyar! ";3;9;2018
411;411;inesarrimadas;cs;"Costó mucho trabajo aprobar la Ley de Autónomos que incluyó mejoras para este colectivo y ahora Sánchez quiere volver a poner otra losa en las espaldas de los que con mucho esfuerzo generan empleo y riqueza

";2018-10-24 20:57:15;332;574;es;"Costó mucho trabajo aprobar la Ley de Autónomos que incluyó mejoras para este colectivo y ahora Sánchez quiere volver a poner otra losa en las espaldas de los que con mucho esfuerzo generan empleo y riqueza

";Va costar molt treball aprovar la Llei d'Autònoms que va incloure millores per a aquest col·lectiu i ara Sánchez vol tornar a posar una altra llosa a l'esquena dels que amb molt d'esforç generen ocupació i riquesa ;24;10;2018
412;412;albert_rivera;cs;Ahora sí, Andalucía tiene una oportunidad de oro para poner fin a 40 años de lo mismo y abrir una nueva era de regeneración, reformas e ilusión. Nadie como @JuanMarin_Cs y el resto del equipo de @Cs_Andalucia para liderar ese cambio y ganar el futuro. #AhoraSíCs 💪🏻🍊 ;2018-11-15 21:44:22;280;478;es;Ahora sí, Andalucía tiene una oportunidad de oro para poner fin a 40 años de lo mismo y abrir una nueva era de regeneración, reformas e ilusión. Nadie como @JuanMarin_Cs y el resto del equipo de @Cs_Andalucia para liderar ese cambio y ganar el futuro. #AhoraSíCs 💪🏻🍊 ;Ara sí, Andalusia té una oportunitat d'or per posar fi a 40 anys del mateix i obrir una nova era de regeneració, reformes i il·lusió. Ningú com @JuanMarin_Cs i la resta de l'equip de @Cs_Andalucia per liderar aquest canvi i guanyar el futur. # AhoraSíCs 💪🏻🍊 ;15;11;2018
413;413;xavierdomenechs;comuns;Cal una alternativa a Europa per aturar el racisme i exigir a la UE que Itàlia compleixi els acords internacionals d'obrir els ports als nostres germans i germanes que fugen de la pobresa i les guerres.;2018-06-10 20:14:23;164;354;ca;Cal una alternativa a Europa per aturar el racisme i exigir a la UE que Itàlia compleixi els acords internacionals d'obrir els ports als nostres germans i germanes que fugen de la pobresa i les guerres.;Cal una alternativa a Europa per aturar el racisme i exigir a la UE que Itàlia compleixi els acords internacionals d'obrir els ports als nostres germans i germanes que fugen de la pobresa i les guerres. ;10;6;2018
414;414;martarovira;erc;"Quina mania tenen amb la Generalitat... Sr, els vídeos els va fer la gent mentre vostès repartien sense miraments 
Proves a dojo! ";2017-10-04 18:06:56;2223;2518;ca;"Quina mania tenen amb la Generalitat... Sr, els vídeos els va fer la gent mentre vostès repartien sense miraments 
Proves a dojo! ";Quina mania tenen amb la Generalitat... Sr, els vídeos els va fer la gent mentre vostès repartien sense miraments Proves a dojo! ;4;10;2017
415;415;quimtorraipla;jxcat;"Tot el suport a les consultes que es fan avui a Euskal Herria per decidir el seu futur. 
Catalunya eta Euskadi, askatasunaren bidean elkarrekin.
@GureEskuDago ";2018-11-18 09:17:01;715;1869;ca;"Tot el suport a les consultes que es fan avui a Euskal Herria per decidir el seu futur. 
Catalunya eta Euskadi, askatasunaren bidean elkarrekin.
@GureEskuDago ";Tot el suport a les consultes que es fan avui a Euskal Herria per decidir el seu futur. Catalunya eta Euskadi, askatasunaren bidean elkarrekin. @GureEskuDago ;18;11;2018
416;416;jaumecollboni;psc;La meva condemna a aquest tipus d’atacs vandàlics al transport públic i paraules d’agraïment a tots els treballadors i treballadores de @TMB_Barcelona que cada dia vetllen per la nostra seguretat i movilitat. La ciutat és de tothom. Visquem-la amb respecte. 🚇 ;2018-11-04 21:42:08;21;42;ca;La meva condemna a aquest tipus d’atacs vandàlics al transport públic i paraules d’agraïment a tots els treballadors i treballadores de @TMB_Barcelona que cada dia vetllen per la nostra seguretat i movilitat. La ciutat és de tothom. Visquem-la amb respecte. 🚇 ;La meva condemna a aquest tipus d’atacs vandàlics al transport públic i paraules d’agraïment a tots els treballadors i treballadores de @TMB_Barcelona que cada dia vetllen per la nostra seguretat i movilitat. La ciutat és de tothom. Visquem-la amb respecte. 🚇 ;4;11;2018
417;417;adacolau;comuns;Queremos apoyar presupuestos pq necesitamos políticas progresistas: si @sanchezcastejon y el @PSOE quieren nuestro apoyo, tendrán q cambiar la LAU para impedir subidas abusivas del alquiler. Gran entrevista a la diputada @Lucia___M ;2018-09-10 11:19:38;166;321;es;Queremos apoyar presupuestos pq necesitamos políticas progresistas: si @sanchezcastejon y el @PSOE quieren nuestro apoyo, tendrán q cambiar la LAU para impedir subidas abusivas del alquiler. Gran entrevista a la diputada @Lucia___M ;Volem donar suport pressupostos pq necessitem polítiques progressistes: si @sanchezcastejon i el @PSOE volen el nostre suport, tindran q canviar la LAU per impedir pujades abusives del lloguer. Gran entrevista a la diputada @Lucia___M ;10;9;2018
418;418;krls;jxcat;Només per recordar les darreres decisions del Tribunal Europeu de Drets Humans contra Espanya, culpable d'haver violat drets fonamentals en un sistema democràtic. ;2018-11-06 10:05:10;1156;1804;ca;Només per recordar les darreres decisions del Tribunal Europeu de Drets Humans contra Espanya, culpable d'haver violat drets fonamentals en un sistema democràtic. ;Només per recordar les darreres decisions del Tribunal Europeu de Drets Humans contra Espanya, culpable d'haver violat drets fonamentals en un sistema democràtic. ;6;11;2018
419;419;joantarda;erc;Dimecres, @sanchezcastejon compareixerà en el Ple del Congreso a demanda d @Esquerra_ERC i @ahorapodemos arran de la venda d’armes a Aràbia.  Li exigirem que, com ha fet Alemanya, n’aturi la venda a un Estat que comet Crims de Guerra i vulnera de manera sistemàtica els DDHH.;2018-10-21 18:22:28;554;1850;ca;Dimecres, @sanchezcastejon compareixerà en el Ple del Congreso a demanda d @Esquerra_ERC i @ahorapodemos arran de la venda d’armes a Aràbia.  Li exigirem que, com ha fet Alemanya, n’aturi la venda a un Estat que comet Crims de Guerra i vulnera de manera sistemàtica els DDHH.;Dimecres, @sanchezcastejon compareixerà en el Ple del Congreso a demanda d @Esquerra_ERC i @ahorapodemos arran de la venda d’armes a Aràbia. Li exigirem que, com ha fet Alemanya, n’aturi la venda a un Estat que comet Crims de Guerra i vulnera de manera sistemàtica els DDHH. ;21;10;2018
420;420;albiol_xg;ppc;"Aqui podéis ver los cachorros de @QuimTorraiPla preparando el ataque a los @mossos. Esas bolsas con pintura contra la policía  es la munición que ha ""suministrado"" Torra al radicalismo con sus insultos y descalificaciones diarias contra el orden y el estado de derecho. ";2018-09-29 14:10:57;602;851;es;"Aqui podéis ver los cachorros de @QuimTorraiPla preparando el ataque a los @mossos. Esas bolsas con pintura contra la policía  es la munición que ha ""suministrado"" Torra al radicalismo con sus insultos y descalificaciones diarias contra el orden y el estado de derecho. ";"Aqui podeu veure els cadells de @QuimTorraiPla preparant l'atac als @mossos. Aquestes bosses amb pintura contra la policia és la munició que ha ""subministrat"" Torra al radicalisme amb els seus insults i desqualificacions diàries contra l'ordre i l'estat de dret. ";29;9;2018
421;421;joantarda;erc;Companys i companyes a la presó i a l’exili (i amb possibles sentències d’anys i panys) i ens assalten la seu en nom de la independència tot acusant-nos de traïdoria. No defallirem, continuarem endavant, i no caurem en cap provocació. Vingui d’on vingui! ;2018-08-02 11:53:42;556;1149;ca;Companys i companyes a la presó i a l’exili (i amb possibles sentències d’anys i panys) i ens assalten la seu en nom de la independència tot acusant-nos de traïdoria. No defallirem, continuarem endavant, i no caurem en cap provocació. Vingui d’on vingui! ;Companys i companyes a la presó i a l’exili (i amb possibles sentències d’anys i panys) i ens assalten la seu en nom de la independència tot acusant-nos de traïdoria. No defallirem, continuarem endavant, i no caurem en cap provocació. Vingui d’on vingui! ;2;8;2018
422;422;miqueliceta;psc;Tiroteo Pittsburgh: Al menos siete muertos en el ataque en una sinagoga  @lavanguardia ;2018-10-27 16:07:40;4;4;es;Tiroteo Pittsburgh: Al menos siete muertos en el ataque en una sinagoga  @lavanguardia ;Tiroteig Pittsburgh: Almenys set morts en l'atac a una sinagoga @lavanguardia ;27;10;2018
423;423;miqueliceta;psc;Librero, ¿una profesión en peligro de extinción?, Raquel Quelart  @lavanguardia ;2018-11-16 07:57:59;10;13;es;Librero, ¿una profesión en peligro de extinción?, Raquel Quelart  @lavanguardia ;Llibreter, una professió en perill d'extinció ?, Raquel Quelart @lavanguardia ;16;11;2018
424;424;santirodriguez;ppc;"Patético! Lo de ""ciutat per tu"" no debe ser por los vecinos que os quieren echar! ";2016-11-25 21:31:19;27;10;es;"Patético! Lo de ""ciutat per tu"" no debe ser por los vecinos que os quieren echar! ";"Patètic! El de ""ciutat per tu"" no ha de ser pels veïns que us volen fer fora! ";25;11;2016
425;425;inesarrimadas;cs;Cs se quedó solo defendiendo la igualdad de todos los españoles mientras PP, PSOE y Podemos votaban a favor de un 'cuponazo' amañado a oscuras con el PNV. Ya dijimos que el cálculo debe ser transparente y ahora la Justicia lo confirma. ;2018-09-23 12:32:35;683;1296;es;Cs se quedó solo defendiendo la igualdad de todos los españoles mientras PP, PSOE y Podemos votaban a favor de un 'cuponazo' amañado a oscuras con el PNV. Ya dijimos que el cálculo debe ser transparente y ahora la Justicia lo confirma. ;Cs es va quedar sol defensant la igualtat de tots els espanyols mentre PP, PSOE i Podem votaven a favor d'un 'cuponazo' manegat a les fosques amb el PNB. Ja vam dir que el càlcul ha de ser transparent i ara la Justícia ho confirma. ;23;9;2018
426;426;martarovira;erc;Home... la violència d'estat es cobreix amb els instruments de l'estat... molt professional, tot plegat! ;2017-10-03 22:07:27;214;299;ca;Home... la violència d'estat es cobreix amb els instruments de l'estat... molt professional, tot plegat! ;Home... la violència d'estat es cobreix amb els instruments de l'estat... molt professional, tot plegat! ;3;10;2017
427;427;martarovira;erc;"Ahir vam decidir decidir. GRÀCIES. A la gent, inici i final de tot; al #Parlament, seu de sobirania; i al #Govern, que ens ha convocat l'#1O ";2017-09-07 06:59:02;411;1109;ca;"Ahir vam decidir decidir. GRÀCIES. A la gent, inici i final de tot; al #Parlament, seu de sobirania; i al #Govern, que ens ha convocat l'#1O ";"Ahir vam decidir decidir. GRÀCIES. A la gent, inici i final de tot; al #Parlament, seu de sobirania; i al #Govern, que ens ha convocat l'#1O ";7;9;2017
428;428;adacolau;comuns;"Surto d veure @ForcadellCarme i d fer-nos una llarga abraçada q ens havien negat a la presó d Madrid. Compartim q el país necessita un temps d serenor, de refer consensos amplis i q cal juntar esforços x acabar amb la presó injusta i la judicialització
#LlibertatPresesPolitiques";2018-10-03 18:45:31;530;2562;ca;"Surto d veure @ForcadellCarme i d fer-nos una llarga abraçada q ens havien negat a la presó d Madrid. Compartim q el país necessita un temps d serenor, de refer consensos amplis i q cal juntar esforços x acabar amb la presó injusta i la judicialització
#LlibertatPresesPolitiques";Surto d veure @ForcadellCarme i d fer-nos una llarga abraçada q ens havien negat a la presó d Madrid. Compartim q el país necessita un temps d serenor, de refer consensos amplis i q cal juntar esforços x acabar amb la presó injusta i la judicialització #LlibertatPresesPolitiques ;3;10;2018
429;429;santirodriguez;ppc;"Quien escribió el titular se le olvidó escuchar el discurso!!
@PPCatalunya 
@PPopular ";2018-09-05 06:12:43;32;53;ca;"Quien escribió el titular se le olvidó escuchar el discurso!!
@PPCatalunya 
@PPopular ";Quien escribió el titular se le olvidó escuchar el discurso!! @PPCatalunya @PPopular ;5;9;2018
430;430;martarovira;erc;"No es pot banalitzar el que diu, però no ens deixem ni amenaçar ni provocar! 
Apliquem els resultats del referèndum com ha decidit la gent! ";2017-10-09 14:26:47;1597;2448;ca;"No es pot banalitzar el que diu, però no ens deixem ni amenaçar ni provocar! 
Apliquem els resultats del referèndum com ha decidit la gent! ";No es pot banalitzar el que diu, però no ens deixem ni amenaçar ni provocar! Apliquem els resultats del referèndum com ha decidit la gent! ;9;10;2017
431;431;adacolau;comuns;"La precarietat i la pobresa afecten més les dones, per això a BCN tenim un pla de xoc per eliminar desigualtats. 

Ja hem aconseguit q gairebé 4.400 dones millorin la seva situació laboral i hem executat el 85% del programa previst 2016-2024, i seguim! ";2018-06-22 06:33:44;77;226;ca;"La precarietat i la pobresa afecten més les dones, per això a BCN tenim un pla de xoc per eliminar desigualtats. 

Ja hem aconseguit q gairebé 4.400 dones millorin la seva situació laboral i hem executat el 85% del programa previst 2016-2024, i seguim! ";La precarietat i la pobresa afecten més les dones, per això a BCN tenim un pla de xoc per eliminar desigualtats. Ja hem aconseguit q gairebé 4.400 dones millorin la seva situació laboral i hem executat el 85% del programa previst 2016-2024, i seguim! ;22;6;2018
432;432;miqueliceta;psc;Sánchez ganaría las elecciones pero no suma con Iglesias, Iolanda Mármol  vía @Elperiodico;2018-11-05 08:12:43;34;58;es;Sánchez ganaría las elecciones pero no suma con Iglesias, Iolanda Mármol  vía @Elperiodico;Sánchez guanyaria les eleccions però no suma amb Iglesias, Iolanda Mármol via @Elperiodico ;5;11;2018
433;433;inesarrimadas;cs;Se apaga una voz única y reconocida a nivel internacional. Descanse en paz Montserrat Caballé, artista que nos regaló momentos inolvidables como su interpretación del himno oficial de los JJOO en Barcelona. ;2018-10-06 10:08:13;1261;4227;es;Se apaga una voz única y reconocida a nivel internacional. Descanse en paz Montserrat Caballé, artista que nos regaló momentos inolvidables como su interpretación del himno oficial de los JJOO en Barcelona. ;S'apaga una veu única i reconeguda a nivell internacional. Descansi en pau Montserrat Caballé, artista que ens va regalar moments inoblidables com la seva interpretació de l'himne oficial dels Jocs Olímpics a Barcelona. ;6;10;2018
434;434;quimtorraipla;jxcat;Demà, Diada Nacional de Catalunya, la Casa de la Diputació del General -Palau de la Generalitat- és oberta a tothom de 10h a 20h. ;2018-09-10 15:53:02;404;1273;ca;Demà, Diada Nacional de Catalunya, la Casa de la Diputació del General -Palau de la Generalitat- és oberta a tothom de 10h a 20h. ;Demà, Diada Nacional de Catalunya, la Casa de la Diputació del General -Palau de la Generalitat- és oberta a tothom de 10h a 20h. ;10;9;2018
435;435;albiol_xg;ppc;La política buenista de puertas abiertas con la inmigración de @sanchezcastejon generará un conflicto muy serio en España.Los recursos económicos son limitados y su colapso perjudica a todos incluso a los trabajadores- nacionales y extranjeros- que los mantienen con sus impuestos;2018-07-30 07:02:53;365;847;es;La política buenista de puertas abiertas con la inmigración de @sanchezcastejon generará un conflicto muy serio en España.Los recursos económicos son limitados y su colapso perjudica a todos incluso a los trabajadores- nacionales y extranjeros- que los mantienen con sus impuestos;La política bonista de portes obertes amb la immigració d'@sanchezcastejon generarà un conflicte molt seriós en Espanya.Els recursos econòmics són limitats i el seu col·lapse perjudica a tots fins i tot als treballadors- nacionals i estrangers- que els mantenen amb els seus impostos ;30;7;2018
436;436;jaumecollboni;psc;Des de fa mesos hem alertat de la crisi d’inseguretat que viu Barcelona. @pscbarcelona tenim propostes per recuperar la convivència als barris i defensar la seguretat des d’una perspectiva d’esquerres. Us animo a escoltar-les demà amb una taula de luxe!  👇🏼;2018-10-26 08:26:48;12;21;ca;Des de fa mesos hem alertat de la crisi d’inseguretat que viu Barcelona. @pscbarcelona tenim propostes per recuperar la convivència als barris i defensar la seguretat des d’una perspectiva d’esquerres. Us animo a escoltar-les demà amb una taula de luxe!  👇🏼;Des de fa mesos hem alertat de la crisi d’inseguretat que viu Barcelona. @pscbarcelona tenim propostes per recuperar la convivència als barris i defensar la seguretat des d’una perspectiva d’esquerres. Us animo a escoltar-les demà amb una taula de luxe! 👇🏼 ;26;10;2018
437;437;albiol_xg;ppc;📄 Acabo de enviar una carta a la Ministra de Justicia en la que pongo a su disposición la documentación de la que dispongo que prueba el trato de favor de los políticos encarcelados en prisiones catalanas @justiciagob ;2018-08-31 10:55:34;637;902;es;📄 Acabo de enviar una carta a la Ministra de Justicia en la que pongo a su disposición la documentación de la que dispongo que prueba el trato de favor de los políticos encarcelados en prisiones catalanas @justiciagob ;📄 Acabo d'enviar una carta a la ministra de Justícia en la que poso a la seva disposició la documentació de la qual disposo que prova el tracte de favor dels polítics empresonats en presons catalanes @justiciagob ;31;8;2018
438;438;xavierdomenechs;comuns;Un honor dar la bienvenida a @MashiRafael a nuestra tierra, y poder aprender de experiencias de otros pueblos, que forman también parte de nosotros, con el mismo anhelo de justicia social. ;2018-04-12 18:15:54;64;95;es;Un honor dar la bienvenida a @MashiRafael a nuestra tierra, y poder aprender de experiencias de otros pueblos, que forman también parte de nosotros, con el mismo anhelo de justicia social. ;Un honor donar la benvinguda a @MashiRafael a la nostra terra, i poder aprendre d'experiències d'altres pobles, que formen també part de nosaltres, amb el mateix anhel de justícia social. ;12;4;2018
439;439;joantarda;erc;"1- Mobilitzats pels presos/exiliats 
2- No negociar pressupostos sense retirada acusacions  
3- Enlairar bandera del diàleg x fer inevitable la democràcia i el referèndum
4- Enfortir unitat d’acció indepe i la convergència amb autodeterministes
5- Suport al Govern Torra/Aragonès";2018-11-03 08:39:16;1089;3455;ca;"1- Mobilitzats pels presos/exiliats 
2- No negociar pressupostos sense retirada acusacions  
3- Enlairar bandera del diàleg x fer inevitable la democràcia i el referèndum
4- Enfortir unitat d’acció indepe i la convergència amb autodeterministes
5- Suport al Govern Torra/Aragonès";1- Mobilitzats pels presos/exiliats 2- No negociar pressupostos sense retirada acusacions 3- Enlairar bandera del diàleg x fer inevitable la democràcia i el referèndum 4- Enfortir unitat d’acció indepe i la convergència amb autodeterministes 5- Suport al Govern Torra/Aragonès ;3;11;2018
