;Id;username;party;text;created_at;retweet_count;favorite_count;language;text_modif;traducciones;day;month;year
368;368;santirodriguez;ppc;Estic a punt d'autodeterminar-me. (A veure si el PSOE m'ofereix una quita de la hipoteca)!;2017-07-18 14:11:46;17;22;ca;Estic a punt d'autodeterminar-me. (A veure si el PSOE m'ofereix una quita de la hipoteca)!;Estoy a punto de autodeterminarse me. (A ver si el PSOE me ofrece una quita de la hipoteca)! ;18;7;2017
369;369;xavierdomenechs;comuns;Sento que ha mort @montseolivav periodista a Madrid de @elpuntavui ràpida, de comentari mordaç que et feia esclatar el somriure. Una abraçada molt forta a la família i els amics;2018-10-21 07:51:12;31;85;ca;Sento que ha mort @montseolivav periodista a Madrid de @elpuntavui ràpida, de comentari mordaç que et feia esclatar el somriure. Una abraçada molt forta a la família i els amics;Siento que ha muerto @montseolivav periodista en Madrid de @elpuntavui rápida, de comentario mordaz que te hacía estallar la sonrisa. Un abrazo muy fuerte a la familia y los amigos ;21;10;2018
370;370;joantarda;erc;Fa anys q denunciem la venda d’armes per part de l’Estat espanyol a Aràbia, país que no respecta DDHH i comet Crims de guerra. Demanem compareixença Govern en la Diputació Permanent del Congrés conjuntament amb @Pdemocratacat @Esquerra_ERC  arran dels nous crims comesos al Iemen;2018-08-10 16:09:41;647;1708;ca;Fa anys q denunciem la venda d’armes per part de l’Estat espanyol a Aràbia, país que no respecta DDHH i comet Crims de guerra. Demanem compareixença Govern en la Diputació Permanent del Congrés conjuntament amb @Pdemocratacat @Esquerra_ERC  arran dels nous crims comesos al Iemen;Hace años q denunciamos la venta de armas por parte del Estado español en Arabia, país que no respeta DDHH y comete Crímenes de guerra. Pedimos comparecencia Gobierno en la Diputación Permanente del Congreso conjuntamente con @Pdemocratacat @Esquerra_ERC raíz de los nuevos crímenes cometidos en Yemen ;10;8;2018
371;371;quimtorraipla;jxcat;"Aquest matí m’he reunit amb la @martarovira a Ginebra. Celebro la sintonia i la coincidència perquè l’independentisme es mantingui unit per continuar avançant. L’he trobada forta i tranquil·la. Gràcies, Marta!
";2018-10-17 11:44:48;893;3308;ca;"Aquest matí m’he reunit amb la @martarovira a Ginebra. Celebro la sintonia i la coincidència perquè l’independentisme es mantingui unit per continuar avançant. L’he trobada forta i tranquil·la. Gràcies, Marta!
";Esta mañana me he reunido con la @martarovira en Ginebra. Celebro la sintonía y la coincidencia para que el independentismo se mantenga unido para continuar avanzando. La he encontrado fuerte y tranquila. Gracias, Marta! ;17;10;2018
372;372;miqueliceta;psc;Copiar la fórmula de Pepsi, el error más desastroso en la historia de Coca Cola, grandesmedios  via @GrandesMedios;2018-11-18 21:49:27;1;7;es;Copiar la fórmula de Pepsi, el error más desastroso en la historia de Coca Cola, grandesmedios  via @GrandesMedios;Copiar la fórmula de Pepsi, el error más desastroso en la historia de Coca Cola, grandesmedios  via @GrandesMedios;18;11;2018
373;373;joantarda;erc;"No us perdeu aquest article de @SergiSoliBros parlant de @gabrielrufian Emoció i convicció d’una Catalunya de tothom i per a tothom!
";2018-08-20 06:07:17;119;225;ca;"No us perdeu aquest article de @SergiSoliBros parlant de @gabrielrufian Emoció i convicció d’una Catalunya de tothom i per a tothom!
";No se pierdan este artículo de @SergiSoliBros hablando de @gabrielrufian Emoción y convicción de una Cataluña de todos y para todos! ;20;8;2018
374;374;xavierdomenechs;comuns;"El retrocés de drets i llibertats és cada cop més gran. La llibertat és sempre la llibertat de sentir, pensar i expressar-se diferent #NoCallarem 
";2018-05-23 17:26:49;173;322;ca;"El retrocés de drets i llibertats és cada cop més gran. La llibertat és sempre la llibertat de sentir, pensar i expressar-se diferent #NoCallarem 
";El retroceso de derechos y libertades es cada vez mayor. La libertad es siempre la libertad de sentir, pensar y expresarse diferente #NoCallarem ;23;5;2018
375;375;santirodriguez;ppc;"A jutjar per la quantitat d’insults d’indepes que he rebut per la entrevista d’ahir al @maticatradio deuria encertar. 
Rés, prometo seguir opinant el que, molts pensem, en llibertat.
Demà, més!
@PPopular @PPCatalunya";2018-08-09 21:23:32;20;67;ca;"A jutjar per la quantitat d’insults d’indepes que he rebut per la entrevista d’ahir al @maticatradio deuria encertar. 
Rés, prometo seguir opinant el que, molts pensem, en llibertat.
Demà, més!
@PPopular @PPCatalunya";A juzgar por la cantidad de insultos de indepen que he recibido por la entrevista de ayer en el @maticatradio debería acertar. Rezo, prometo seguir opinando lo que, muchos pensamos, en libertad. Mañana, más! @PPopular @PPCatalunya ;9;8;2018
376;376;santirodriguez;ppc;Em costa d'entendre que els que es van carregar la Constitució i l'Estatut diguin que el 155 no s'adequa ni a la Constitució ni a l'Estatut.;2017-10-26 18:44:19;30;46;ca;Em costa d'entendre que els que es van carregar la Constitució i l'Estatut diguin que el 155 no s'adequa ni a la Constitució ni a l'Estatut.;Me cuesta entender que los que se cargaron la Constitución y el Estatuto digan que el 155 no se adecua ni a la Constitución ni al Estatuto. ;26;10;2017
377;377;joantarda;erc;Per un judici just al ciutadà Pablo Ibar empresonat als EEUU condemnat a mort  #PabloIbar #PabloIbarJuicioJusto @asocpabloibar ;2018-10-31 08:31:38;21;42;ca;Per un judici just al ciutadà Pablo Ibar empresonat als EEUU condemnat a mort  #PabloIbar #PabloIbarJuicioJusto @asocpabloibar ;Para un juicio justo al ciudadano Pablo Ibar encarcelado en EEUU condenado a muerte #PabloIbar #PabloIbarJuicioJusto @asocpabloibar ;31;10;2018
378;378;quimtorraipla;jxcat;"Els alcaldes del Primer d’octubre sou els alcaldes de la llibertat. La millor garantia per culminar i fer efectiva la República sou els municipis. 
#XXAssembleaACM ";2018-11-17 13:35:39;285;874;ca;"Els alcaldes del Primer d’octubre sou els alcaldes de la llibertat. La millor garantia per culminar i fer efectiva la República sou els municipis. 
#XXAssembleaACM ";Los alcaldes del Primer de octubre sueldo los alcaldes de la libertad. La mejor garantía para culminar y hacer efectiva la República sueldo los municipios. #XXAssembleaACM ;17;11;2018
379;379;miqueliceta;psc;Hem constatat profundes diferències polítiques, precisament per això el diàleg es fa imprescindible.  (Fil) ;2018-11-16 18:15:31;25;42;ca;Hem constatat profundes diferències polítiques, precisament per això el diàleg es fa imprescindible.  (Fil) ;Hemos constatado profundas diferencias políticas, precisamente por eso el diálogo se hace imprescindible. (Fil) ;16;11;2018
380;380;martarovira;erc;Que l’Oriol estigui a la presó ens indigna cada dia. Estem emprenyats!! Ens han fet emprenyar, i ara estem disposats a donar-los una lliçó democràtica que no oblidaran mai ;2017-12-12 20:15:03;1377;4176;ca;Que l’Oriol estigui a la presó ens indigna cada dia. Estem emprenyats!! Ens han fet emprenyar, i ara estem disposats a donar-los una lliçó democràtica que no oblidaran mai ;Que Oriol esté en prisión nos indigna cada día. Estamos cabreados !! Nos han hecho incordiar, y ahora estamos dispuestos a darles una lección democrática que no olvidarán ;12;12;2017
381;381;quimtorraipla;jxcat;Amb el MHP @krls i el Conseller ⁦@toni_comin⁩ anunciant la presentació del Consell de la República el dia 30.10 al Palau de la Generalitat. Gràcies a ERC, PDeCAT, JuntsxCat, Demòcrates, ANC, Òmnium, AMI i ACM per la reunió. Una de les peces clau de l’acord de legislatura. ;2018-10-22 13:52:34;1422;3731;ca;Amb el MHP @krls i el Conseller ⁦@toni_comin⁩ anunciant la presentació del Consell de la República el dia 30.10 al Palau de la Generalitat. Gràcies a ERC, PDeCAT, JuntsxCat, Demòcrates, ANC, Òmnium, AMI i ACM per la reunió. Una de les peces clau de l’acord de legislatura. ;Con el MHP @krls y el Consejero @toni_comin anunciando la presentación del Consejo de la República el día 30.10 en el Palau de la Generalitat. Gracias a ERC, PDeCAT, JuntsxCat, Demócratas, ANC, Òmnium, AMI y ACM para la reunión. Una de las piezas clave del acuerdo de legislatura. ;22;10;2018
382;382;quimtorraipla;jxcat;"“Vull guanyar però si no ho aconsegueixo, deixeu-me ser valent en l'intent”, diu el jurament dels esportistes. Gràcies a La Seu d’Urgell i Andorra per acollir els @SOCatalunya i molta sort a tots els participants!
#MillorQuiHoIntenta ";2018-09-18 18:56:45;184;822;ca;"“Vull guanyar però si no ho aconsegueixo, deixeu-me ser valent en l'intent”, diu el jurament dels esportistes. Gràcies a La Seu d’Urgell i Andorra per acollir els @SOCatalunya i molta sort a tots els participants!
#MillorQuiHoIntenta ";"""Quiero ganar pero si no lo consigo, dejadme ser valiente en el intento"", dice el juramento de los deportistas. Gracias a La Seu d'Urgell y Andorra para acoger los @SOCatalunya y mucha suerte a todos los participantes! #MillorQuiHoIntenta ";18;9;2018
383;383;adacolau;comuns;Gràcies #QuicoPidelaSerra per cedir 115 instruments al Museu d la Música d la ciutat, un acte d’amor per la música i BCN. Ets un dels músics de +relleu del país, una veu lliure, valenta i compromesa que des d la paraula musicada sempre ha lluitat pels nostres drets i llibertats. ;2018-10-24 17:04:58;26;78;ca;Gràcies #QuicoPidelaSerra per cedir 115 instruments al Museu d la Música d la ciutat, un acte d’amor per la música i BCN. Ets un dels músics de +relleu del país, una veu lliure, valenta i compromesa que des d la paraula musicada sempre ha lluitat pels nostres drets i llibertats. ;Gracias #QuicoPidelaSerra para ceder 115 instrumentos en el Museo de la Música de la ciudad, un acto de amor por la música y BCN. Eres uno de los músicos de + relieve del país, una voz libre, valiente y comprometida que desde la palabra musicada siempre ha luchado por nuestros derechos y libertades. ;24;10;2018
384;384;albiol_xg;ppc;Desde el @PPopular exigimos a @QuimTorraiPla que haga una llamada pública a desconvocar los cortes de calles y carreteras  por parte de los CDRs y garantice la integridad de los edificios públicos y  personas.   vía @elmundoes;2018-10-01 08:44:07;121;191;es;Desde el @PPopular exigimos a @QuimTorraiPla que haga una llamada pública a desconvocar los cortes de calles y carreteras  por parte de los CDRs y garantice la integridad de los edificios públicos y  personas.   vía @elmundoes;Desde el @PPopular exigimos a @QuimTorraiPla que haga una llamada pública a desconvocar los cortes de calles y carreteras  por parte de los CDRs y garantice la integridad de los edificios públicos y  personas.   vía @elmundoes;1;10;2018
385;385;inesarrimadas;cs;Interesante artículo que pone datos a una realidad: la brecha salarial entre hombres y mujeres crece con la maternidad. Queda mucho por hacer en materia de conciliación y corresponsabilidad, por eso en Cs apostamos por igualar los permisos de maternidad y paternidad👇🏻 ;2018-10-07 14:55:30;170;413;es;Interesante artículo que pone datos a una realidad: la brecha salarial entre hombres y mujeres crece con la maternidad. Queda mucho por hacer en materia de conciliación y corresponsabilidad, por eso en Cs apostamos por igualar los permisos de maternidad y paternidad👇🏻 ;Interesante artículo que pone datos a una realidad: la brecha salarial entre hombres y mujeres crece con la maternidad. Queda mucho por hacer en materia de conciliación y corresponsabilidad, por eso en Cs apostamos por igualar los permisos de maternidad y paternidad👇🏻 ;7;10;2018
386;386;albert_rivera;cs;El próximo sábado 24 tenemos una cita con @ESPCiudadana en Madrid para decir alto y claro: SÍ a la Justicia, NO a los indultos. Si no quieres que Sánchez conceda impunidad a los que dieron un golpe contra nuestra democracia, ¡únete! 💪🏼🇪🇸 ;2018-11-05 16:12:53;1285;1588;es;El próximo sábado 24 tenemos una cita con @ESPCiudadana en Madrid para decir alto y claro: SÍ a la Justicia, NO a los indultos. Si no quieres que Sánchez conceda impunidad a los que dieron un golpe contra nuestra democracia, ¡únete! 💪🏼🇪🇸 ;El próximo sábado 24 tenemos una cita con @ESPCiudadana en Madrid para decir alto y claro: SÍ a la Justicia, NO a los indultos. Si no quieres que Sánchez conceda impunidad a los que dieron un golpe contra nuestra democracia, ¡únete! 💪🏼🇪🇸 ;5;11;2018
387;387;miqueliceta;psc;Elisenda Alamany renuncia como portavoz de los 'comuns' en el Parlament, El Periódico de Catalunya  vía @Elperiodico;2018-10-29 08:38:06;11;12;es;Elisenda Alamany renuncia como portavoz de los 'comuns' en el Parlament, El Periódico de Catalunya  vía @Elperiodico;Elisenda Alamany renuncia como portavoz de los 'comuns' en el Parlament, El Periódico de Catalunya  vía @Elperiodico;29;10;2018
388;388;quimtorraipla;jxcat;"“He vist anar i he vist tornar, de lluny,
aplecs de gent -estendards i cridòria-
pels flancs de la muntanya.” 
Joan Vinyoli

Per la seva llibertat i retorn. Per la nostra llibertat i victòria. Amunt!
#cimsxlallibertat ";2018-10-12 19:01:53;352;914;ca;"“He vist anar i he vist tornar, de lluny,
aplecs de gent -estendards i cridòria-
pels flancs de la muntanya.” 
Joan Vinyoli

Per la seva llibertat i retorn. Per la nostra llibertat i victòria. Amunt!
#cimsxlallibertat ";"""He visto ir y he visto volver, de lejos, acopios de gente -estendards y cridòria- por los flancos de la montaña."" Vinyoli Por su libertad y regreso. Por nuestra libertad y victoria. Arriba! #cimsxlallibertat ";12;10;2018
389;389;albiol_xg;ppc;Los que más me fascina y sorprende a la vez, es observar como en una sociedad adulta como la catalana puede haber tanta gente instalada en su fantasía infantiloide, incapaz de reaccionar frente a la evidencia de los hechos. Digno de estudio. ;2018-10-16 07:24:25;114;310;es;Los que más me fascina y sorprende a la vez, es observar como en una sociedad adulta como la catalana puede haber tanta gente instalada en su fantasía infantiloide, incapaz de reaccionar frente a la evidencia de los hechos. Digno de estudio. ;Los que más me fascina y sorprende a la vez, es observar como en una sociedad adulta como la catalana puede haber tanta gente instalada en su fantasía infantiloide, incapaz de reaccionar frente a la evidencia de los hechos. Digno de estudio. ;16;10;2018
390;390;quimtorraipla;jxcat;Més de 700.000 persones van gaudir de la nostra cultura a l’@SmithsonianFolk de Washington al juliol. Avui he rebut els artistes participants i els he agraït la tasca d’ambaixadors culturals del nostre país. Despleguem talent, cultura i llibertat arreu del món! ;2018-09-25 19:58:01;376;1371;ca;Més de 700.000 persones van gaudir de la nostra cultura a l’@SmithsonianFolk de Washington al juliol. Avui he rebut els artistes participants i els he agraït la tasca d’ambaixadors culturals del nostre país. Despleguem talent, cultura i llibertat arreu del món! ;Más de 700.000 personas disfrutaron de nuestra cultura en la @ SmithsonianFolk de Washington en julio. Hoy he recibido los artistas participantes y los he agradecido la labor de embajadores culturales de nuestro país. Desplegamos talento, cultura y libertad en todo el mundo! ;25;9;2018
391;391;santirodriguez;ppc;Por si todo lo demás no quedaba suficientemente claro, ERC termina su intervención así: ;2018-05-14 10:22:55;11;18;es;Por si todo lo demás no quedaba suficientemente claro, ERC termina su intervención así: ;Por si todo lo demás no quedaba suficientemente claro, ERC termina su intervención así: ;14;5;2018
392;392;inesarrimadas;cs;Hemos conseguido que se apruebe la propuesta de Cs para implantar un plan de mejora de respuesta ante la epidemia gripal. Urge que el Govern priorice los problemas reales de los catalanes, dote de más recursos la atención primaria y desbloquee el sistema sanitario ;2018-10-20 17:48:26;222;612;es;Hemos conseguido que se apruebe la propuesta de Cs para implantar un plan de mejora de respuesta ante la epidemia gripal. Urge que el Govern priorice los problemas reales de los catalanes, dote de más recursos la atención primaria y desbloquee el sistema sanitario ;Hemos conseguido que se apruebe la propuesta de Cs para implantar un plan de mejora de respuesta ante la epidemia gripal. Urge que el Govern priorice los problemas reales de los catalanes, dote de más recursos la atención primaria y desbloquee el sistema sanitario ;20;10;2018
393;393;krls;jxcat;El típic compromís democràtic del PSC. Preparar l'empresonament dels líders escollits a les urnes, riure's d'ells i les seves famílies, i blanquejar la monarquia designada per Franco. ;2018-10-08 19:42:39;6257;10662;ca;El típic compromís democràtic del PSC. Preparar l'empresonament dels líders escollits a les urnes, riure's d'ells i les seves famílies, i blanquejar la monarquia designada per Franco. ;El típico compromiso democrático del PSC. Preparar el encarcelamiento de los líderes elegidos en las urnas, reírse de ellos y sus familias, y blanquear la monarquía designada por Franco. ;8;10;2018
394;394;miqueliceta;psc;Muere la exministra Carmen Alborch a los 70 años, Miquel Alberola y Ferran Bono | España | EL PAÍS ;2018-10-24 15:09:58;12;33;es;Muere la exministra Carmen Alborch a los 70 años, Miquel Alberola y Ferran Bono | España | EL PAÍS ;Muere la exministra Carmen Alborch a los 70 años, Miquel Alberola y Ferran Bono | España | EL PAÍS ;24;10;2018
395;395;martarovira;erc;"Si faig una enquesta popular, crec que endevino la resposta: qui ha fet ús de la violència a Catalunya? 
Els que teniu a la presó, són homes de pau! ";2017-12-05 08:12:18;859;2146;ca;"Si faig una enquesta popular, crec que endevino la resposta: qui ha fet ús de la violència a Catalunya? 
Els que teniu a la presó, són homes de pau! ";Si hago una encuesta popular, creo que adivino la respuesta: quien ha hecho uso de la violencia en Cataluña? Los que tiene en prisión, son hombres de paz! ;5;12;2017
396;396;joantarda;erc;Rebem el Relator Especial per a la promoció de la veritat, la justícia, la reparació i les garanties de no repetició de Nacions  Unides Fabián Salvioli. Cal acabar amb el model espanyol d’impunitat. ;2018-09-18 08:38:22;55;122;ca;Rebem el Relator Especial per a la promoció de la veritat, la justícia, la reparació i les garanties de no repetició de Nacions  Unides Fabián Salvioli. Cal acabar amb el model espanyol d’impunitat. ;Recibimos el Relator Especial para la promoción de la verdad, la justicia, la reparación y las garantías de no repetición de Naciones Unidas Fabián Salvioli. Hay que acabar con el modelo español de impunidad. ;18;9;2018
397;397;quimtorraipla;jxcat;Per molts anys, estimada @AnnaGaSabate. Espero poder abraçar-te ben aviat a l’admirada Suïssa, però sobretot, en el teu retorn a Catalunya. No pararem fins que totes sigueu lliures, a casa. Una forta abraçada!;2018-09-13 07:21:06;1210;5400;ca;Per molts anys, estimada @AnnaGaSabate. Espero poder abraçar-te ben aviat a l’admirada Suïssa, però sobretot, en el teu retorn a Catalunya. No pararem fins que totes sigueu lliures, a casa. Una forta abraçada!;Por muchos años, estimada @AnnaGaSabate. Espero poder abrazarte pronto a la admirada Suiza, pero sobre todo, en tu regreso. No vamos a parar hasta que todas seáis libres, en casa. Un fuerte abrazo! ;13;9;2018
398;398;joantarda;erc;"“Quan es nega el diàleg, la democràcia perd”. Us adjunto aquest article publicat a @ElLlobregat per si és d’interès.
";2018-09-08 19:26:51;30;87;ca;"“Quan es nega el diàleg, la democràcia perd”. Us adjunto aquest article publicat a @ElLlobregat per si és d’interès.
";"""Cuando se niega el diálogo, la democracia pierde"". Os adjunto este artículo publicado en @ElLlobregat por si es de interés. ";8;9;2018
399;399;quimtorraipla;jxcat;"Avui fa 4 anys Escòcia vivia el seu referèndum d'independència, pactat entre Edimburg i Londres sense cap drama.

A les urnes va guanyar l'unionisme, però la victòria va ser per tot el poble escocès que gaudeix del reconeixement internacional del seu dret a l'autodeterminació. ";2018-09-18 14:29:26;1504;4578;ca;"Avui fa 4 anys Escòcia vivia el seu referèndum d'independència, pactat entre Edimburg i Londres sense cap drama.

A les urnes va guanyar l'unionisme, però la victòria va ser per tot el poble escocès que gaudeix del reconeixement internacional del seu dret a l'autodeterminació. ";Hoy hace 4 años Escocia vivía su referéndum de independencia, pactado entre Edimburgo y Londres sin ningún drama. En las urnas ganó el unionismo, pero la victoria fue para todo el pueblo escocés que goza del reconocimiento internacional de su derecho a la autodeterminación. ;18;9;2018
400;400;santirodriguez;ppc;"Una cosa es opinar sin responsabilidad de Gobierno y otra gobernar con responsabilidad. 
Claro que esto último no lo conocéis!!! 
@PPCatalunya @PPopular ";2018-05-09 15:55:29;7;12;es;"Una cosa es opinar sin responsabilidad de Gobierno y otra gobernar con responsabilidad. 
Claro que esto último no lo conocéis!!! 
@PPCatalunya @PPopular ";"Una cosa es opinar sin responsabilidad de Gobierno y otra gobernar con responsabilidad. 
Claro que esto último no lo conocéis!!! 
@PPCatalunya @PPopular ";9;5;2018
401;401;joantarda;erc;"Això és textual el q he dit a @rac1 parlant de la moció de censura: “Sempre hem dit que el PSOE governant amb el suport de Podemos sempre serà un govern més dialogant -encara que ens castiguin, ens colpegin- que no pas un govern del PP suportat per Ciudadanos"". I m’hi ratifico!";2018-08-30 19:55:07;377;1262;ca;"Això és textual el q he dit a @rac1 parlant de la moció de censura: “Sempre hem dit que el PSOE governant amb el suport de Podemos sempre serà un govern més dialogant -encara que ens castiguin, ens colpegin- que no pas un govern del PP suportat per Ciudadanos"". I m’hi ratifico!";"Esto es textual lo q he dicho a @ rac1 hablando de la moción de censura: ""Siempre hemos dicho que el PSOE gobernando con el apoyo de Podemos siempre será un gobierno más dialogante -aunque nos castiguen, nos colpegin- que un gobierno del PP soportado por Ciudadanos "". Y me ratifico! ";30;8;2018
402;402;inesarrimadas;cs;El cambio en Andalucía está muy cerca. Aquí tenéis mi entrevista de hoy para @opiniondemalaga 👉🏻 ;2018-11-18 17:43:07;224;513;es;El cambio en Andalucía está muy cerca. Aquí tenéis mi entrevista de hoy para @opiniondemalaga 👉🏻 ;El cambio en Andalucía está muy cerca. Aquí tenéis mi entrevista de hoy para @opiniondemalaga 👉🏻 ;18;11;2018
403;403;albert_rivera;cs;#PPSOE bloquean la reforma de la financiación autonómica mientras regalan cuponazos al PNV por vía urgente. Ya basta de tratar a millones de españoles como ciudadanos de segunda para comprar el apoyo de los nacionalistas. Queremos una España de libres e iguales. #AhoraSíCádiz🍊 ;2018-11-18 15:23:21;391;731;es;#PPSOE bloquean la reforma de la financiación autonómica mientras regalan cuponazos al PNV por vía urgente. Ya basta de tratar a millones de españoles como ciudadanos de segunda para comprar el apoyo de los nacionalistas. Queremos una España de libres e iguales. #AhoraSíCádiz🍊 ;#PPSOE bloquean la reforma de la financiación autonómica mientras regalan cuponazos al PNV por vía urgente. Ya basta de tratar a millones de españoles como ciudadanos de segunda para comprar el apoyo de los nacionalistas. Queremos una España de libres e iguales. #AhoraSíCádiz🍊 ;18;11;2018
404;404;joantarda;erc;"Adjunto la primera part del que li hem dit avui a Pedro Sánchez: “Sense  referèndum d’autodeterminació no hi ha solució democràtica”
";2018-07-17 10:44:36;137;292;ca;"Adjunto la primera part del que li hem dit avui a Pedro Sánchez: “Sense  referèndum d’autodeterminació no hi ha solució democràtica”
";"Adjunto la primera parte de lo que le hemos dicho hoy a Pedro Sánchez: ""Sin referéndum de autodeterminación no hay solución democrática"" ";17;7;2018
405;405;santirodriguez;ppc;"Después de oir a @KRLS este artículo de hoy es más oportuno que nunca. @ABC_Barcelona @abc_es @PPCatalunya 
";2017-05-31 09:21:19;5;4;es;"Después de oir a @KRLS este artículo de hoy es más oportuno que nunca. @ABC_Barcelona @abc_es @PPCatalunya 
";"Después de oir a @KRLS este artículo de hoy es más oportuno que nunca. @ABC_Barcelona @abc_es @PPCatalunya 
";31;5;2017
406;406;jaumecollboni;psc;El #Brexit como una tapadera de la ultraderecha para retroceder en derechos y libertades. Esto es lo que pretenden aquellos que quieren romper el proyecto comunitario en Europa  @fjavilopez👇🏼;2018-10-17 14:59:03;8;14;es;El #Brexit como una tapadera de la ultraderecha para retroceder en derechos y libertades. Esto es lo que pretenden aquellos que quieren romper el proyecto comunitario en Europa  @fjavilopez👇🏼;El #Brexit como una tapadera de la ultraderecha para retroceder en derechos y libertades. Esto es lo que pretenden aquellos que quieren romper el proyecto comunitario en Europa  @fjavilopez👇🏼;17;10;2018
407;407;inesarrimadas;cs;"El Instituto Luther King corrige al separatismo y pide que dejen de utilizar su nombre👇🏻

""No es justo que usen su figura. No veo que formar parte de España sea una opresión ni que nadie les impida ejercer sus derechos"" ";2018-09-14 09:12:09;2231;3971;es;"El Instituto Luther King corrige al separatismo y pide que dejen de utilizar su nombre👇🏻

""No es justo que usen su figura. No veo que formar parte de España sea una opresión ni que nadie les impida ejercer sus derechos"" ";"El Instituto Luther King corrige al separatismo y pide que dejen de utilizar su nombre👇🏻

""No es justo que usen su figura. No veo que formar parte de España sea una opresión ni que nadie les impida ejercer sus derechos"" ";14;9;2018
408;408;albert_rivera;cs;La cuenta de un gobierno autonómico del Estado haciendo propaganda de una declaración ilegal de secesión contra el Estado. Y asi Torra cada día, pero Sánchez lo permite todo. Impunidad a cambio de seguir de inquilino en la Moncloa sin pasar por las urnas. ;2018-10-28 09:44:48;670;1071;es;La cuenta de un gobierno autonómico del Estado haciendo propaganda de una declaración ilegal de secesión contra el Estado. Y asi Torra cada día, pero Sánchez lo permite todo. Impunidad a cambio de seguir de inquilino en la Moncloa sin pasar por las urnas. ;La cuenta de un gobierno autonómico del Estado haciendo propaganda de una declaración ilegal de secesión contra el Estado. Y asi Torra cada día, pero Sánchez lo permite todo. Impunidad a cambio de seguir de inquilino en la Moncloa sin pasar por las urnas. ;28;10;2018
409;409;xavierdomenechs;comuns;"Fa pocs dies vaig poder estar amb @jcuixart ahir rebia una carta seva: ""ens retrobarem a peu de carrer, al mateix costat de la trinxera, sempre"". Un any de presó, un any d’ignomínia. A peu de carrer ens retrobarem, fins la victòria, sempre";2018-10-16 08:01:05;1263;5220;ca;"Fa pocs dies vaig poder estar amb @jcuixart ahir rebia una carta seva: ""ens retrobarem a peu de carrer, al mateix costat de la trinxera, sempre"". Un any de presó, un any d’ignomínia. A peu de carrer ens retrobarem, fins la victòria, sempre";"Hace pocos días pude estar con @jcuixart ayer recibía una carta suya: ""nos encontraremos a pie de calle, en el mismo lado de la trinchera, siempre"". Un año de prisión, un año de ignominia. A pie de calle nos reencontraremos, hasta la victoria, siempre ";16;10;2018
410;410;krls;jxcat;"Avui Ventura Pons ha presentat el seu film ""Miss Dalí"" a Brussel·les, amb una excelsa Claire Bloom. Un veritable honor haver-los pogut acompanyar! ";2018-09-03 22:41:57;502;2431;ca;"Avui Ventura Pons ha presentat el seu film ""Miss Dalí"" a Brussel·les, amb una excelsa Claire Bloom. Un veritable honor haver-los pogut acompanyar! ";"Hoy Ventura Pons ha presentado su filme ""Miss Dalí"" en Bruselas, con una excelsa Claire Bloom. Un verdadero honor haberles podido acompañar! ";3;9;2018
411;411;inesarrimadas;cs;"Costó mucho trabajo aprobar la Ley de Autónomos que incluyó mejoras para este colectivo y ahora Sánchez quiere volver a poner otra losa en las espaldas de los que con mucho esfuerzo generan empleo y riqueza

";2018-10-24 20:57:15;332;574;es;"Costó mucho trabajo aprobar la Ley de Autónomos que incluyó mejoras para este colectivo y ahora Sánchez quiere volver a poner otra losa en las espaldas de los que con mucho esfuerzo generan empleo y riqueza

";"Costó mucho trabajo aprobar la Ley de Autónomos que incluyó mejoras para este colectivo y ahora Sánchez quiere volver a poner otra losa en las espaldas de los que con mucho esfuerzo generan empleo y riqueza

";24;10;2018
412;412;albert_rivera;cs;Ahora sí, Andalucía tiene una oportunidad de oro para poner fin a 40 años de lo mismo y abrir una nueva era de regeneración, reformas e ilusión. Nadie como @JuanMarin_Cs y el resto del equipo de @Cs_Andalucia para liderar ese cambio y ganar el futuro. #AhoraSíCs 💪🏻🍊 ;2018-11-15 21:44:22;280;478;es;Ahora sí, Andalucía tiene una oportunidad de oro para poner fin a 40 años de lo mismo y abrir una nueva era de regeneración, reformas e ilusión. Nadie como @JuanMarin_Cs y el resto del equipo de @Cs_Andalucia para liderar ese cambio y ganar el futuro. #AhoraSíCs 💪🏻🍊 ;Ahora sí, Andalucía tiene una oportunidad de oro para poner fin a 40 años de lo mismo y abrir una nueva era de regeneración, reformas e ilusión. Nadie como @JuanMarin_Cs y el resto del equipo de @Cs_Andalucia para liderar ese cambio y ganar el futuro. #AhoraSíCs 💪🏻🍊 ;15;11;2018
413;413;xavierdomenechs;comuns;Cal una alternativa a Europa per aturar el racisme i exigir a la UE que Itàlia compleixi els acords internacionals d'obrir els ports als nostres germans i germanes que fugen de la pobresa i les guerres.;2018-06-10 20:14:23;164;354;ca;Cal una alternativa a Europa per aturar el racisme i exigir a la UE que Itàlia compleixi els acords internacionals d'obrir els ports als nostres germans i germanes que fugen de la pobresa i les guerres.;Hay una alternativa a Europa para detener el racismo y exigir a la UE que Italia cumpla los acuerdos internacionales de abrir los puertos a nuestros hermanos y hermanas que huyen de la pobreza y las guerras. ;10;6;2018
