Id;username;party;text;created_at;retweet_count;favorite_count;text_clean
1128;leobejarano;cup;Per que ells seran els que hauran d’entomar els efectes. Perquè tenim un planeta en prèstec, avui als #dialegsambientals fem tallers i jocs per explicar el #canviclimàtic als més petits al @cececebe dins de #climaCCCB ;2017-11-18 10:29:07;16;26;per que ells seran els que hauran d entomar els efectes perque tenim un planeta en prestec avui als dialegsambientals fem tallers i jocs per explicar el canviclimatic als mes petits al cececebe dins de climacccb 
1129;G_Pisarello;bcomu;"Decidí asociarme a @omnium como protesta contra el encarcelamiento de su presidente, @jcuixart. 

Un encarcelamiento ignominioso,  contra un hombre de paz, de cultura, como se vuelve a demostrar hoy. 

El mundo debería oir sus palabras.
#EndavantCuixart
#JoAcuso ";2019-02-26 12:47:24;183;699;decidi asociarme a omnium como protesta contra el encarcelamiento de su presidente jcuixart un encarcelamiento ignominioso contra un hombre de paz de cultura como se vuelve a demostrar hoy el mundo deberia oir sus palabras endavantcuixart joacuso 
1130;AdriaAlsina;bcncapital;"No falla: quan ho fan els altres són retallades, quan ho fa Colau són ""reprogramacions"" i ""contenció"".  ";2019-01-16 16:30:09;16;19;no falla quan ho fan els altres son retallades quan ho fa colau son reprogramacions i contencio 
1131;neusmunte;jxcat;Reunits amb els veïns i veïnes de la Plataforma #salvemel41 afectats per la supressió del bus 41. No se’ls ha escoltat per part del govern municipal, ni han estat tingudes en compte les moltes signatures aconseguides en favor del restabliment de la línia. #solucions ;2018-11-27 20:06:28;23;43;reunits amb els veins i veines de la plataforma salvemel afectats per la supressio del bus no se ls ha escoltat per part del govern municipal ni han estat tingudes en compte les moltes signatures aconseguides en favor del restabliment de la linia solucions 
1132;CarinaMejias;vallsbcn;"Así nos han recibido hoy algunos vecinos de Vilafranca del Penedés.
En las elecciones del #21D más de un 30% votó a partidos constitucionalistas.
A ellos hemos venido a decirles que no renunciaremos a defender la libertad en ningún rincón de España 🇪🇸 
#EnMarchaPorLaLibertad ";2019-03-23 18:03:54;71;135;asi nos han recibido hoy algunos vecinos de vilafranca del penedes en las elecciones del d mas de un voto a partidos constitucionalistas a ellos hemos venido a decirles que no renunciaremos a defender la libertad en ningun rincon de espana enmarchaporlalibertad 
1133;albertofdezxbcn;pp;"Con mi amigo y quien será el futuro Alcalde de #Badalona @Albiol_XG

#RecuperemosBadalona ";2019-02-20 15:37:27;31;96;con mi amigo y quien sera el futuro alcalde de badalona albiolxg recuperemosbadalona 
1134;subirats9;bcomu;"La crónica de alguna de las experiencias de este año en los 24 institutos en que se desarrolla “En Residència” Otros escenarios posibles: ""¡Yo nunca dije que esto no es música!"", por Nando Cruz  @consorciedubcn @bcncultura";2019-03-17 22:27:21;10;36;la cronica de alguna de las experiencias de este ano en los institutos en que se desarrolla en residencia otros escenarios posibles yo nunca dije que esto no es musica por nando cruz consorciedubcn bcncultura
1135;fjavilopez;psc;Demà participaré a la tertúlia de @SERCatalunya amb @JosepCuni a partir de les 9am. Debatrem sobre l'actualitat europea des d'Estrasburg amb eurodiputats catalans. Sintonitza! 📻 ;2019-01-15 17:02:37;8;14;dema participare a la tertulia de sercatalunya amb josepcuni a partir de les am debatrem sobre l actualitat europea des d estrasburg amb eurodiputats catalans sintonitza 
1136;annasaliente;cup;"El piquet de vaga avança cap a les Rambles assenyalant culpables.

#AutodeterminacióNoÉsDelicte
#21FVagaGeneral ";2019-02-21 11:35:12;6;12;el piquet de vaga avanca cap a les rambles assenyalant culpables autodeterminacionoesdelicte fvagageneral 
1137;cuevillasjacs;jxcat;"Ciència-ficció? Paròdia?

No. En ⁦@jordibarbeta⁩ reflexiona sobre l’actualitat real

Cop d’estat i canvi de règim a Espanya ";2019-03-31 16:04:00;246;333;ciencia ficcio parodia no en jordibarbeta reflexiona sobre l actualitat real cop d estat i canvi de regim a espanya 
1138;fjavilopez;psc;La jugada mestre del Brexit: Brexit ‘bad or awful’ for UK economy in 2019 say economists  vía @financialtimes;2019-01-04 14:45:29;1;7;la jugada mestre del brexit brexit bad or awful for uk economy in say economists via financialtimes
1139;janetsanz;bcomu;"Un pas més perquè La Model es transformi en un espai obert a la ciutadania, ple de verd, habitatge i equipaments públics. 

Seguirem treballant amb el veïnat per guanyar dos illes de l’Eixample plenes de memòria i llibertat. 

";2019-03-22 09:46:23;30;69;un pas mes perque la model es transformi en un espai obert a la ciutadania ple de verd habitatge i equipaments publics seguirem treballant amb el veinat per guanyar dos illes de l eixample plenes de memoria i llibertat 
1140;ballarinmontsek;psc;"👋👋 Con los derechos de las mujeres y la violencia machista NO se VOX-EA!!!

... No os olvidéis ⁦@PPopular⁩ ⁦@CiudadanosCs⁩, ⁦@vox_es⁩

Los expertos temen que un retroceso en igualdad ante las presiones de Vox ";2019-01-03 17:13:35;0;0; con los derechos de las mujeres y la violencia machista no se vox ea no os olvideis ppopular ciudadanoscs voxes los expertos temen que un retroceso en igualdad ante las presiones de vox 
1141;DolorsMM;pp;"Presentamos la enmienda para rechazar los Presupuestos del Gobierno socialista.
No vamos a apoyar unas cuentas falsas que son el pago a la traición a España y solo buscan mantener a Sánchez en Moncloa. ";2019-02-07 12:51:23;134;215;presentamos la enmienda para rechazar los presupuestos del gobierno socialista no vamos a apoyar unas cuentas falsas que son el pago a la traicion a espana y solo buscan mantener a sanchez en moncloa 
1142;neusmunte;jxcat;"“Les motos marxen avui a #BCN contra les mesures de l’Ajuntament per reduir-ne l’ús”,via #inforac1
Al @PDeCATBCN, ben conscients del paper de la moto en la mobilitat a Barcelona, hem instat al govern a elaborar un pla específic per a vehicles de 2 rodes
";2018-12-02 10:13:56;16;23; les motos marxen avui a bcn contra les mesures de l ajuntament per reduir ne l us via inforac al pdecatbcn ben conscients del paper de la moto en la mobilitat a barcelona hem instat al govern a elaborar un pla especific per a vehicles de rodes 
1143;mvilaredon;bcncapital;És una metàfora perfecta de la decadència: El despacho del president en Palau, afectado por amianto  @lavanguardia ;2018-11-16 19:31:06;12;47;es una metafora perfecta de la decadencia el despacho del president en palau afectado por amianto lavanguardia 
1144;joanlopezalegre;pp;Aquí la canción original de Los chungitos que hoy a versionado @rosaliavt en los #PremiosGoya2019 ;2019-02-02 22:43:26;4;13;aqui la cancion original de los chungitos que hoy a versionado rosaliavt en los premiosgoya 
1145;CarinaMejias;vallsbcn;"Hoy #11M dedicamos un emocionado recuerdo a las 192 víctimas de los atentados  y sus familias.
En su memoria, por su dignidad y por justicia #NoOlvidamos #DiaEuropeoVictimasTerrorismo ";2019-03-11 08:17:14;19;21;hoy m dedicamos un emocionado recuerdo a las victimas de los atentados y sus familias en su memoria por su dignidad y por justicia noolvidamos diaeuropeovictimasterrorismo 
1146;manuelvalls;vallsbcn;Un viernes negro para #Barcelona ..que se queda sin Uber y sin Cabify ..y sin los antidisturbios de la Guàrdia  Urbana..el despropósito y los lamentables errores de @AdaColau en todos los sectores. Tenemos que recuperar nuestra #BCN moderna y segura. #SalvemBarcelona;2019-02-01 20:36:56;244;652;un viernes negro para barcelona que se queda sin uber y sin cabify y sin los antidisturbios de la guardia urbana el desproposito y los lamentables errores de adacolau en todos los sectores tenemos que recuperar nuestra bcn moderna y segura salvembarcelona
1147;albertofdezxbcn;pp;El pleno del AMB hoy confirmó q Colau sigue sin constituir el operador d vivienda q debía construir 4500viviendas sociales como ella prometió en julio d  iniciará ni una vivienda metropolitana desde este ente.Mucho cartón-publicidad y nada d piedra-vivienda ;2019-01-29 19:47:25;21;19;el pleno del amb hoy confirmo q colau sigue sin constituir el operador d vivienda q debia construir viviendas sociales como ella prometio en julio d iniciara ni una vivienda metropolitana desde este ente mucho carton publicidad y nada d piedra vivienda 
1148;fjavilopez;psc;Para vislumbrar el mundo que viene recomiendo:  sobre el escenario internacional de @and_rizzi  sobre tendencias globales de @gonzalezferriz  sobre claves para gestionar la gobernanza de @daniInnerarity;2019-01-01 16:33:22;2;17;para vislumbrar el mundo que viene recomiendo sobre el escenario internacional de andrizzi sobre tendencias globales de gonzalezferriz sobre claves para gestionar la gobernanza de daniinnerarity
1149;miquelpuigrapos;erc;"La vicepresidenta del govern diu que ""Ja està parlat i que no hi haurà problemes"" quan l'acusat és un banquer i el jutge és Marchena. Marchena, l'antítesi de la justícia cega. ";2019-01-12 17:45:15;38;29;la vicepresidenta del govern diu que ja esta parlat i que no hi haura problemes quan l acusat es un banquer i el jutge es marchena marchena l antitesi de la justicia cega 
1150;jordicoronas;erc;Em sembla bé, altres però renunciem a dietes. En el meu cas gairebé 40.000 euros aquest mandat del Consell Comarcal i AMB que es destinen entre altres coses a beques menjador i transport adaptat, amb criteri públic. I així tots regidors/es ⁦@ERCbcn⁩  ;2019-02-07 10:21:46;27;50;em sembla be altres pero renunciem a dietes en el meu cas gairebe euros aquest mandat del consell comarcal i amb que es destinen entre altres coses a beques menjador i transport adaptat amb criteri public i aixi tots regidors es ercbcn 
1151;laiabonetrull;psc;Dilluns 5 març a les 19.00 participo en la presentació de la darrera  gràfica de l'amic Juste de Nin. Tot un plaer! Us hi convido! ;2018-03-01 12:09:08;2;7;dilluns marc a les participo en la presentacio de la darrera grafica de l amic juste de nin tot un plaer us hi convido 
1152;janetsanz;bcomu;La primera balón de oro de la historia y le preguntan si puede hacer twerking...en serio? El machismo lamentablemente no descansa, y los idiotas tampoco. ;2018-12-03 23:09:36;50;97;la primera balon de oro de la historia y le preguntan si puede hacer twerking en serio el machismo lamentablemente no descansa y los idiotas tampoco 
1153;neusmunte;jxcat;Recordem al president Macià en els 85 anys de la seva mort. “Catalans, sapigueu fer-vos dignes de Catalunya” ;2018-12-25 11:34:58;22;110;recordem al president macia en els anys de la seva mort catalans sapigueu fer vos dignes de catalunya 
1154;g_lopezsanz;bcncapital;Si de 0 ens poséssim a crear l’Estat espanyol, els catalans ara no intentaríem ser una autonomia. Arribaríem a un acord federal o trencaríem relacions. Negar aquesta realitat o negar que ara es pugui fer aquest plantejament, és profundament antidemocràtic.;2018-11-16 08:32:52;2;2;si de ens posessim a crear l estat espanyol els catalans ara no intentariem ser una autonomia arribariem a un acord federal o trencariem relacions negar aquesta realitat o negar que ara es pugui fer aquest plantejament es profundament antidemocratic 
1155;manuelvalls;vallsbcn;"Es torna a evidenciar la nefasta gestió d’@AdaColau. Després d’enfrontar els veïns s’ha  vist obligada a rectificar. Sempre hem dit que la cultura i la salut han de ser compatibles al barri del Raval de #Barcelona, cal que s’imposi el sentit comú
";2019-02-12 10:30:12;22;52;es torna a evidenciar la nefasta gestio d adacolau despres d enfrontar els veins s ha vist obligada a rectificar sempre hem dit que la cultura i la salut han de ser compatibles al barri del raval de barcelona cal que s imposi el sentit comu 
1156;jaumecollboni;psc;Hoy #11M, Madrid en el recuerdo y en nuestro corazón. Quienes intentaron sembrar el miedo en Madrid o Barcelona, han encontrado una sociedad abierta, firme, defendiendo la paz y la libertad.;2019-03-11 06:52:51;32;87;hoy m madrid en el recuerdo y en nuestro corazon quienes intentaron sembrar el miedo en madrid o barcelona han encontrado una sociedad abierta firme defendiendo la paz y la libertad 
1157;ejimenezcara;pp;"Pues no.

No todos los políticos somos iguales.

“Sánchez sube impuestos mientras @JuanMa_Moreno se estrena con bajadas”

#yoPP
@PPopular 💙🇪🇸 ";2019-01-16 06:33:16;27;23;pues no no todos los politicos somos iguales sanchez sube impuestos mientras juanmamoreno se estrena con bajadas yopp ppopular 
1158;AdriaAlsina;bcncapital;A l'aeroport, gravant un vídeo per explicar per què Aena és una estructura d'Estat... Espanyol, i per què l'Ajuntament podria fer molt més per defensar-nos dels abusos centralistes #recuperaelpoder ;2019-03-29 11:56:34;18;46;a l aeroport gravant un video per explicar per que aena es una estructura d estat espanyol i per que l ajuntament podria fer molt mes per defensar nos dels abusos centralistes recuperaelpoder 
1159;junqueras;erc;"Junqueras:

“Sempre estarem agraïts a aquells qui, desinteressadament, vau aportar el vostre talent per fer possible que els catalans exercíssim el nostre dret a vot. Senzillment, milions de gràcies” #Hackers1OTV3 —&gt; ";2018-06-10 21:00:26;2710;9504;junqueras sempre estarem agraits a aquells qui desinteressadament vau aportar el vostre talent per fer possible que els catalans exercissim el nostre dret a vot senzillment milions de gracies hackers otv gt 
1160;G_Pisarello;bcomu;"Voler convertir uns simples cartells en delicte. Voler reduir la llibertat d’expressió a allò que coincideix amb les idees del poder de torn. 

Avui més que mai, tornem a expressar la nostra solidaritat amb en @JoseTellezBDN I els amics i amigues de @GuanyemBDN ";2019-01-10 11:32:51;17;34;voler convertir uns simples cartells en delicte voler reduir la llibertat d expressio a allo que coincideix amb les idees del poder de torn avui mes que mai tornem a expressar la nostra solidaritat amb en josetellezbdn i els amics i amigues de guanyembdn 
1161;jordigraupera;bcncapital;"Entrevista a la tele de Putin per parlar de les manis d'ahir. cc: @alandete #botsrussos 👇

";2019-02-22 14:58:38;56;105;entrevista a la tele de putin per parlar de les manis d ahir cc alandete botsrussos 
1162;mvilaredon;bcncapital;No, són les dues alhora. I el govern efectiu no tenia res d'efectiu, com es pot veure amb la quantitat de consellers que plegaran per presentar-se a altres eleccions. ;2019-03-11 22:05:32;97;214;no son les dues alhora i el govern efectiu no tenia res d efectiu com es pot veure amb la quantitat de consellers que plegaran per presentar se a altres eleccions 
1163;KRLS;jxcat;"#ThisIsTheRealSpain

📍Rajoy: “Estaba preocupado por el creciente clima violento en Catalunya” 

📍Zoido: ""Los agentes hicieron un uso racional y proporcional de la fuerza""

📍Soraya: ""Un gobierno no puede generar episodios violentos"" 

#JudiciALaDemocràcia 
#FreeTothom 🎗 ";2019-03-01 09:05:22;10425;12800;thisistherealspain rajoy estaba preocupado por el creciente clima violento en catalunya zoido los agentes hicieron un uso racional y proporcional de la fuerza soraya un gobierno no puede generar episodios violentos judicialademocracia freetothom 
1164;neusmunte;jxcat;"No em perdré el 16è Festival de Sopes del Món Mundial. Sopes, diversitat, interculturalitat i convivència.   
A les 12 h a la Marquesina de la Via Júlia. #NouBarris
Organitza: @X9BAcull i @xic9barris
No hi falteu! ";2019-03-24 08:51:34;5;16;no em perdre el e festival de sopes del mon mundial sopes diversitat interculturalitat i convivencia a les h a la marquesina de la via julia noubarris organitza x bacull i xic barris no hi falteu 
1165;DolorsMM;pp;La kale borroka ha vuelto a atacarnos por defender la libertad en Cataluña. Mientras los jóvenes del @PPCatalunya celebran su campus en Sant Julià de Vilatorta, los radicales han atacado sus coches. No nos callarán, Cataluña es nuestra tierra y la vamos a seguir defendiendo. ;2019-02-23 20:22:09;206;351;la kale borroka ha vuelto a atacarnos por defender la libertad en cataluna mientras los jovenes del ppcatalunya celebran su campus en sant julia de vilatorta los radicales han atacado sus coches no nos callaran cataluna es nuestra tierra y la vamos a seguir defendiendo 
1166;montsebenedi;erc;"Hi erem fa un any, hi som avui i hi serem tantes vegades com calgui.
La repressió no ens farà claudicar #20S #NoEnsAturaran ";2018-09-20 17:44:04;9;17;hi erem fa un any hi som avui i hi serem tantes vegades com calgui la repressio no ens fara claudicar s noensaturaran 
1167;KRLS;jxcat;Molt content per en Sandro i la seva família. Entristit de veure la impunitat d'una jutgessa que ha robat la llibertat a una persona amb bases tan i tan febles. Per sort, han aturat els peus a l'escamot de togues embogides que buscava escarni i venjança. Que sigui premonitori. ;2019-02-27 10:37:43;4237;11396;molt content per en sandro i la seva familia entristit de veure la impunitat d una jutgessa que ha robat la llibertat a una persona amb bases tan i tan febles per sort han aturat els peus a l escamot de togues embogides que buscava escarni i venjanca que sigui premonitori 
1168;G_Pisarello;bcomu;"Gent a la que admires per la seva lucidesa i pel seu coratge. 

Un plaer escoltar en Quim Sampere, l’Enric Tello i la @MilagrosPrezOli a la presentació de “Las cenizas de Prometeo”. 

Un libre clau per pensar una transició ecosocialista a l’alçada del nostre temps. ";2019-01-28 23:55:00;1;2;gent a la que admires per la seva lucidesa i pel seu coratge un plaer escoltar en quim sampere l enric tello i la milagrosprezoli a la presentacio de las cenizas de prometeo un libre clau per pensar una transicio ecosocialista a l alcada del nostre temps 
1169;KRLS;jxcat;La manifestació de demà a Madrid és molt important. La gent de Madrid ha de veure el mateix que va veure la gent de Brussel·les: civisme, compromís democràtic, respecte, diversitat, inclusió. I una voluntat de persistir. Fem-nos escoltar amb la millor veu! ;2019-03-15 08:59:42;3408;8811;la manifestacio de dema a madrid es molt important la gent de madrid ha de veure el mateix que va veure la gent de brussel les civisme compromis democratic respecte diversitat inclusio i una voluntat de persistir fem nos escoltar amb la millor veu 
1170;galapita;bcomu;"O PP deu un paso máis na súa campaña de acoso ao modelo de participación social da
@mareatlantica. Non queren unhas institucións de todas e para todas. O meu apoio a
@Claudia__Delso 🖤 #EuConClaudia ";2019-01-24 14:21:50;17;46;o pp deu un paso mais na sua campana de acoso ao modelo de participacion social da mareatlantica non queren unhas institucions de todas e para todas o meu apoio a claudiadelso euconclaudia 
1171;janetsanz;bcomu;"Després de molts anys de lluita, Can Fargues no és un restaurant,és allò que el veïnat va somiar.
Primer va ser la recuperació de la Masia amb una escola de música pública.Ara,amb la rehabilitació dels jardins generem un espai on jugar, on respirar.
Felicitats Salvem Can Fargues! ";2018-09-30 15:08:22;24;93;despres de molts anys de lluita can fargues no es un restaurant es allo que el veinat va somiar primer va ser la recuperacio de la masia amb una escola de musica publica ara amb la rehabilitacio dels jardins generem un espai on jugar on respirar felicitats salvem can fargues 
1172;Elisendalamany;erc;➡️Front ampli contra la repressió i la judicialització de la política. ➡️Catalunya com a subjecte polític, amb dret a decidir i construir el seu futur. ➡️l el repte de construir un país nou després d'una crisi social, política i econòmica. Us deixo fragment entrevista @Mes_324👇🏽 ;2018-12-24 13:44:49;29;124; front ampli contra la repressio i la judicialitzacio de la politica catalunya com a subjecte politic amb dret a decidir i construir el seu futur l el repte de construir un pais nou despres d una crisi social politica i economica us deixo fragment entrevista mes 
1173;CarinaMejias;vallsbcn;"Cs votará en contra de la funeraria pública por más que el gobierno de Colau intente aprobar proyectos fallidos a la desesperada en una legislatura agotada. 
No se puede coartar la libre competencia,crear un conflicto con los trabajadores y no solucionar el problema. #FracasaADA";2019-02-20 17:44:38;19;28;cs votara en contra de la funeraria publica por mas que el gobierno de colau intente aprobar proyectos fallidos a la desesperada en una legislatura agotada no se puede coartar la libre competencia crear un conflicto con los trabajadores y no solucionar el problema fracasaada
1174;montsebenedi;erc;Reivindiquem-les, visibilitzem-les. Recuperem la seva memòria. Les dones hi hem estat sempre malgrat l’heteropatriarcat ens ha volgut callades, invisibles i sotmeses.  via @ARAllegim;2018-12-30 22:00:34;28;49;reivindiquem les visibilitzem les recuperem la seva memoria les dones hi hem estat sempre malgrat l heteropatriarcat ens ha volgut callades invisibles i sotmeses via arallegim
1175;AdaColau;bcomu;"El meu condol sincer a la família i persones estimades del motorista mort aquest matí en accident de trànsit a Ciutat Vella. Volem que #BCNvíctimes0 sigui una realitat, i només ho aconseguirem amb co-responsabilitat de tothom i reduint velocitat 
";2019-01-24 14:59:13;8;61;el meu condol sincer a la familia i persones estimades del motorista mort aquest mati en accident de transit a ciutat vella volem que bcnvictimes sigui una realitat i nomes ho aconseguirem amb co responsabilitat de tothom i reduint velocitat 
1176;jaumecollboni;psc;Demà 19 de febrer a les 19h presento el llibre “Imaginem Barcelona” en una conversa amb Xavier Sardà a la Casa del Llibre. Us espero a tots i totes! ;2019-02-18 07:50:46;13;32;dema de febrer a les h presento el llibre imaginem barcelona en una conversa amb xavier sarda a la casa del llibre us espero a tots i totes 
1177;joanlopezalegre;pp; John H. Elliott: «En Ca­ta­lu­ña se ha in­ten­ta­do ma­ni­pu­lar la His­to­ria».;2018-04-25 05:21:36;128;250; john h elliott en cataluna se ha intentado manipular la historia 
1178;fjavilopez;psc;Ahora mismo el Parlamento Británico ha votado en contra del acuerdo de May para el Brexit, seis modelos alternativos de salida, el segundo referéndum y a salir de la UE sin acuerdo. El caos absoluto y el futuro del país y varias de sus generaciones en el limbo. Take back control. ;2019-03-27 22:03:43;94;94;ahora mismo el parlamento britanico ha votado en contra del acuerdo de may para el brexit seis modelos alternativos de salida el segundo referendum y a salir de la ue sin acuerdo el caos absoluto y el futuro del pais y varias de sus generaciones en el limbo take back control 
1179;AdriaAlsina;bcncapital;Per acabar de rematar el ridícul del president del #GovernEfectiu, els seus propis consellers el desautoritzen als mitjans de comunicació. ;2019-03-22 07:12:10;11;17;per acabar de rematar el ridicul del president del governefectiu els seus propis consellers el desautoritzen als mitjans de comunicacio 
1180;DolorsMM;pp;El futuro de España se llama @ppopular y @pablocasado_. El 28 de abril se optará entre seguir en la ruptura de España, con Sánchez y el independentismo, o por la defensa firme de España, con Casado. ;2019-02-16 13:11:30;45;98;el futuro de espana se llama ppopular y pablocasado el de abril se optara entre seguir en la ruptura de espana con sanchez y el independentismo o por la defensa firme de espana con casado 
1181;josebouvila;pp;#BuenosDías! Qué rápido hemos pasado del amor al odio @junqueras! #JuicioAlProcés #JuicioGolpistas #JuicioProces #BouBCN2019 ;2019-02-15 07:28:35;28;52;buenosdias que rapido hemos pasado del amor al odio junqueras juicioalproces juiciogolpistas juicioproces boubcn 
1182;g_lopezsanz;bcncapital;En aquest fil trobareu la meva anàlisi i les meves propostes en relació a la transparència i la participació ciutadana a la ciutat de Barcelona. Són 8 vídeos, curts, amb subtítols, i us donaran ganes de votar-me a les #primàriesBCN que comencen avui. ;2018-12-14 17:01:58;1;0;en aquest fil trobareu la meva analisi i les meves propostes en relacio a la transparencia i la participacio ciutadana a la ciutat de barcelona son videos curts amb subtitols i us donaran ganes de votar me a les primariesbcn que comencen avui 
1183;magrinyajordi;cup;"Per tenir una ingressos que compensin els costos del turisme:
- Municipalització d’hotels.
- Inspeccions laborals a discrecció.
- Posar fre als touroperadors que gestionen la immensa majoria dels desplaçaments turístics.
- Decreixement. ";2019-03-27 08:54:25;24;32;per tenir una ingressos que compensin els costos del turisme municipalitzacio d hotels inspeccions laborals a discreccio posar fre als touroperadors que gestionen la immensa majoria dels desplacaments turistics decreixement 
1184;ernesturtasun;bcomu;Colau asegura por carta a Juncker, Tajani y Tusk que el juicio del ‘procés’ es “el fracaso de la política”  vía @el_pais;2019-02-09 09:03:41;22;39;colau asegura por carta a juncker tajani y tusk que el juicio del proces es el fracaso de la politica via elpais
1185;DianaRibaGiner;erc;"1ra setmana de TS, entre tots els familiars sumem:
47886 km 
44 nits
#ComptadorDeLaVergonya ";2019-02-17 16:50:57;621;872; ra setmana de ts entre tots els familiars sumem km nits comptadordelavergonya 
1186;neusmunte;jxcat;Tarda al #PobleSec. Visita a @BonaVoluntat , entitat d’inclusió social i a @COMUNICAPS , coordinadora d’entitats del barri. Hem parlat de seguretat, incivisme, equipaments, oportunitats, treball en xarxa. ;2019-02-25 20:55:46;10;15;tarda al poblesec visita a bonavoluntat entitat d inclusio social i a comunicaps coordinadora d entitats del barri hem parlat de seguretat incivisme equipaments oportunitats treball en xarxa 
1187;AdaColau;bcomu;Una notícia molt trista per la cultura i per tota Barcelona: ahir va morir sobtadament l'editor barceloní Claudio López Lamadrid. Una figura importantíssima al món literari. El meu sentit condol a les seves persones estimades ;2019-01-12 13:39:15;24;91;una noticia molt trista per la cultura i per tota barcelona ahir va morir sobtadament l editor barceloni claudio lopez lamadrid una figura importantissima al mon literari el meu sentit condol a les seves persones estimades 
1188;Elisendalamany;erc;"Demà seré a @ILPuniversitats a @UABBarcelona, a la universitat on vaig estudiar. Han passat els anys i han passat moltes coses. 
Aquí us explico per què cal reivindicar una universitat pública i de qualitat #recuperemlapública   👇🏽 ";2019-02-13 18:16:21;39;115;dema sere a ilpuniversitats a uabbarcelona a la universitat on vaig estudiar han passat els anys i han passat moltes coses aqui us explico per que cal reivindicar una universitat publica i de qualitat recuperemlapublica 
1189;jordicoronas;erc;Veig a tothom parlar molt de pactes post electorals a BCN i molt poc de projecte. En època de titulars fàcils deu ser el més còmode i el que comporta menys feina. Però un acord s’ha de basar en una pregunta: per a fer què?;2019-01-14 06:38:04;39;70;veig a tothom parlar molt de pactes post electorals a bcn i molt poc de projecte en epoca de titulars facils deu ser el mes comode i el que comporta menys feina pero un acord s ha de basar en una pregunta per a fer que 
1190;elsa_artadi;jxcat;"Adrià: aquí la meva, com ja vaig fer fa uns mesos. Gràcies!

Menteix (cap sorpresa amb aquesta gent). La meva unitat MAI va rebre cap instrucció durant el 155. I jo MAI vaig parlar amb ell ni ningú altre de l’Estat sent directora general de la Generalitat. ";2019-02-03 20:13:39;59;119;adria aqui la meva com ja vaig fer fa uns mesos gracies menteix cap sorpresa amb aquesta gent la meva unitat mai va rebre cap instruccio durant el i jo mai vaig parlar amb ell ni ningu altre de l estat sent directora general de la generalitat 
1191;fjavilopez;psc;“Las identidades decentes son múltiples, se solapan, se multiplican, se comparten y superponen, se acogen entre sí. Solo las unívocas desembocan en guerra y muerte.” ‘Temblad todos: vuelve la bandera única’ de X. Vidal-Folch ;2019-02-11 08:39:45;9;20; las identidades decentes son multiples se solapan se multiplican se comparten y superponen se acogen entre si solo las univocas desembocan en guerra y muerte temblad todos vuelve la bandera unica de x vidal folch 
1192;manuelvalls;vallsbcn;"El anuncio de elecciones sitúa a #España en un momento democrático muy importante. 

Veremos qué opina la ciudadanía y si a los políticos les hemos convencido para frenar los populismos y el separatismo.  

#Barcelona jugará un papel estratégico en el futuro del país.";2019-02-15 10:09:58;84;281;el anuncio de elecciones situa a espana en un momento democratico muy importante veremos que opina la ciudadania y si a los politicos les hemos convencido para frenar los populismos y el separatismo barcelona jugara un papel estrategico en el futuro del pais 
1193;cuevillasjacs;jxcat;"L’atzar ha volgut que els números 1 i 3 @marinageli a les llistes de @JuntsXCat al Congrés per #Girona coincidim avui a l’acte de presentació de la @CridaNacional a  #Vilafranca presentats pel gran @PujolBonell 

Fina ara mateix al Teatre Can Bolet ";2019-03-15 17:48:44;25;108;l atzar ha volgut que els numeros i marinageli a les llistes de juntsxcat al congres per girona coincidim avui a l acte de presentacio de la cridanacional a vilafranca presentats pel gran pujolbonell fina ara mateix al teatre can bolet 
1194;magrinyajordi;cup;"A Sants els moviments populars en defensa de l’habitatge avançen.
Avui alliberen un nou bloc✊🏾. ";2019-02-24 13:53:47;2;9;a sants els moviments populars en defensa de l habitatge avancen avui alliberen un nou bloc 
1195;albertofdezxbcn;pp;Intervención impecable ayer de @alejandroTGN de por qué es necesario un gobierno constitucionalista en Cataluña y por qué es factible ;2019-03-15 09:23:06;11;18;intervencion impecable ayer de alejandrotgn de por que es necesario un gobierno constitucionalista en cataluna y por que es factible 
1196;KRLS;jxcat;"🔴 En directe, entrevista - col·loqui amb @BeniniSandro (editor internacional de @tagesanzeiger) al @KaufleutenKlub | #Zurich



#CatalanRepublic";2019-02-27 19:01:06;408;928; en directe entrevista col loqui amb beninisandro editor internacional de tagesanzeiger al kaufleutenklub zurich catalanrepublic
1197;ernesturtasun;bcomu;Esto es lo que dice el informe votado por el Parlamento Europeo sobre reducción de los tipos nominales del impuesto de sociedades propuesto por @pablocasado_ . Los eurodiputados del PP no deben compartir la propuesta fiscal del presidente de su partido, porque han votado a favor ;2019-03-26 16:16:30;16;25;esto es lo que dice el informe votado por el parlamento europeo sobre reduccion de los tipos nominales del impuesto de sociedades propuesto por pablocasado los eurodiputados del pp no deben compartir la propuesta fiscal del presidente de su partido porque han votado a favor 
1198;cuevillasjacs;jxcat;"Però és que no en poden fer ni una d’assenyada ?

El Suprem cita 20 testimonis en dos dies, un cop hagin declarat Cuixart i Forcadell ";2019-02-22 20:40:29;1719;3441;pero es que no en poden fer ni una d assenyada el suprem cita testimonis en dos dies un cop hagin declarat cuixart i forcadell 
1199;montsebenedi;erc;Ahir preniem els carrers exigint tots els nostres drets i avui, com cada dia, ho fem al nostre partit. Masclisme enlloc #AixíNo;2018-03-09 15:08:07;8;24;ahir preniem els carrers exigint tots els nostres drets i avui com cada dia ho fem al nostre partit masclisme enlloc aixino
