ResponseMetadata;Sentiment;SentimentScore
{'RequestId': '690a3a79-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '690a3a79-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:16:20 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.1802397221326828, 'Negative': 0.0004652083443943411, 'Neutral': 0.8102077841758728, 'Mixed': 0.00908720213919878}
{'RequestId': '6919078a-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6919078a-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:16:20 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.09061260521411896, 'Negative': 0.08803459256887436, 'Neutral': 0.7903194427490234, 'Mixed': 0.03103329986333847}
{'RequestId': '6928befb-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6928befb-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:16:20 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.0066721197217702866, 'Negative': 0.8076419830322266, 'Neutral': 0.15394656360149384, 'Mixed': 0.03173932805657387}
{'RequestId': '69384f5c-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '69384f5c-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:16:20 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.07391675561666489, 'Negative': 0.018584363162517548, 'Neutral': 0.8933907747268677, 'Mixed': 0.014108135364949703}
{'RequestId': '6947919d-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6947919d-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:16:20 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.13487181067466736, 'Negative': 0.0006949022063054144, 'Neutral': 0.8598899841308594, 'Mixed': 0.004543322138488293}
{'RequestId': '6957be3e-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6957be3e-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:20 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.014011580497026443, 'Negative': 0.038099631667137146, 'Neutral': 0.9344845414161682, 'Mixed': 0.0134042426943779}
{'RequestId': '69679cbf-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '69679cbf-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:16:20 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.03412717208266258, 'Negative': 0.02857975848019123, 'Neutral': 0.9175354242324829, 'Mixed': 0.01975758746266365}
{'RequestId': '6976df01-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6976df01-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:20 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.03825969994068146, 'Negative': 0.005654916167259216, 'Neutral': 0.951188862323761, 'Mixed': 0.004896501079201698}
{'RequestId': '69864852-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '69864852-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '165', 'date': 'Mon, 10 Jun 2019 09:16:21 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.0010789405787363648, 'Negative': 0.9009673595428467, 'Neutral': 0.07707051187753677, 'Mixed': 0.020883165299892426}
{'RequestId': '69956383-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '69956383-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:21 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.5622028708457947, 'Negative': 0.03764202818274498, 'Neutral': 0.3448646068572998, 'Mixed': 0.055290527641773224}
{'RequestId': '69a36d45-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '69a36d45-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '165', 'date': 'Mon, 10 Jun 2019 09:16:21 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.0015750559978187084, 'Negative': 0.6100685596466064, 'Neutral': 0.35894331336021423, 'Mixed': 0.029413100332021713}
{'RequestId': '69b2fda6-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '69b2fda6-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:16:21 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.10782816261053085, 'Negative': 0.08009811490774155, 'Neutral': 0.7119079232215881, 'Mixed': 0.10016575455665588}
{'RequestId': '69c2dc27-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '69c2dc27-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:16:21 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.1142677366733551, 'Negative': 0.0014424721011891961, 'Neutral': 0.8751635551452637, 'Mixed': 0.009126255288720131}
{'RequestId': '69d2e1b8-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '69d2e1b8-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:21 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.03894658014178276, 'Negative': 0.04046639800071716, 'Neutral': 0.9032878875732422, 'Mixed': 0.017299195751547813}
{'RequestId': '69e3aa99-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '69e3aa99-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:16:21 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.007421837188303471, 'Negative': 0.7802249193191528, 'Neutral': 0.13752193748950958, 'Mixed': 0.07483129948377609}
{'RequestId': '69f313ea-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '69f313ea-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:16:21 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.053220342844724655, 'Negative': 0.02003762312233448, 'Neutral': 0.9130204319953918, 'Mixed': 0.013721635565161705}
{'RequestId': '6a022f1c-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6a022f1c-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:21 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.005617329850792885, 'Negative': 0.1209288164973259, 'Neutral': 0.8466213345527649, 'Mixed': 0.026832418516278267}
{'RequestId': '6a136d2d-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6a136d2d-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:21 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.02292170748114586, 'Negative': 0.023757033050060272, 'Neutral': 0.9349080324172974, 'Mixed': 0.01841326616704464}
{'RequestId': '6a22fd8e-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6a22fd8e-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:16:22 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.5232543349266052, 'Negative': 0.0008441120153293014, 'Neutral': 0.46496742963790894, 'Mixed': 0.010934176854789257}
{'RequestId': '6a32b4ff-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6a32b4ff-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:16:22 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.0036971739027649164, 'Negative': 0.8495504260063171, 'Neutral': 0.11075717210769653, 'Mixed': 0.03599525988101959}
{'RequestId': '6a42e1a0-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6a42e1a0-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.030735429376363754, 'Negative': 0.4213285744190216, 'Neutral': 0.49498701095581055, 'Mixed': 0.05294894799590111}
{'RequestId': '6a524af1-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6a524af1-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:22 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.6776927709579468, 'Negative': 0.0007193299243226647, 'Neutral': 0.3117532730102539, 'Mixed': 0.00983463879674673}
{'RequestId': '6a61db52-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6a61db52-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:16:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.29487571120262146, 'Negative': 0.0013183747651055455, 'Neutral': 0.6825346350669861, 'Mixed': 0.021271303296089172}
{'RequestId': '6a72cb43-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6a72cb43-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:16:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.05587073788046837, 'Negative': 0.01573817990720272, 'Neutral': 0.9162804484367371, 'Mixed': 0.01211063377559185}
{'RequestId': '6ab52b75-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6ab52b75-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:22 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.00799680594354868, 'Negative': 0.045536015182733536, 'Neutral': 0.9326051473617554, 'Mixed': 0.01386195793747902}
{'RequestId': '6ac72cd7-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6ac72cd7-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:23 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.1629156768321991, 'Negative': 0.021878620609641075, 'Neutral': 0.7998572587966919, 'Mixed': 0.015348422341048717}
{'RequestId': '6ad75978-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6ad75978-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:16:23 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.09660952538251877, 'Negative': 0.15956461429595947, 'Neutral': 0.688069224357605, 'Mixed': 0.055756598711013794}
{'RequestId': '6ae84969-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6ae84969-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:16:23 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.014535106718540192, 'Negative': 0.011941734701395035, 'Neutral': 0.9645779132843018, 'Mixed': 0.00894523411989212}
{'RequestId': '6af8760a-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6af8760a-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:16:23 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.6007742881774902, 'Negative': 0.0017920571845024824, 'Neutral': 0.3839186131954193, 'Mixed': 0.013515003956854343}
{'RequestId': '6b06a6dc-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6b06a6dc-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:16:23 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.08703986555337906, 'Negative': 0.0785062238574028, 'Neutral': 0.8008717894554138, 'Mixed': 0.03358213230967522}
{'RequestId': '6b18330d-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6b18330d-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:23 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.6047653555870056, 'Negative': 0.006129615008831024, 'Neutral': 0.3729705214500427, 'Mixed': 0.01613447442650795}
{'RequestId': '6b294a0e-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6b294a0e-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:23 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.034942738711833954, 'Negative': 0.4182592034339905, 'Neutral': 0.5090888738632202, 'Mixed': 0.037709206342697144}
{'RequestId': '6b3976af-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6b3976af-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '166', 'date': 'Mon, 10 Jun 2019 09:16:23 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.00036534585524350405, 'Negative': 0.9552373886108398, 'Neutral': 0.023501284420490265, 'Mixed': 0.020896047353744507}
{'RequestId': '6b490710-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6b490710-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '166', 'date': 'Mon, 10 Jun 2019 09:16:23 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.016750607639551163, 'Negative': 0.0012467881897464395, 'Neutral': 0.9807203412055969, 'Mixed': 0.0012822984717786312}
{'RequestId': '6b582241-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6b582241-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:23 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.15901288390159607, 'Negative': 0.25230860710144043, 'Neutral': 0.47096192836761475, 'Mixed': 0.11771656572818756}
{'RequestId': '6b691232-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6b691232-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:16:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.24897471070289612, 'Negative': 0.1076088547706604, 'Neutral': 0.5749148726463318, 'Mixed': 0.06850162893533707}
{'RequestId': '6b776a13-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6b776a13-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:16:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.02203337289392948, 'Negative': 0.00011313056165818125, 'Neutral': 0.9770217537879944, 'Mixed': 0.000831765471957624}
{'RequestId': '6b86d364-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6b86d364-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '158', 'date': 'Mon, 10 Jun 2019 09:16:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.04535564035177231, 'Negative': 0.24294513463974, 'Neutral': 0.6403754353523254, 'Mixed': 0.07132378220558167}
{'RequestId': '6b972715-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6b972715-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:16:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.02526804804801941, 'Negative': 0.03201401233673096, 'Neutral': 0.9178141355514526, 'Mixed': 0.02490377239882946}
{'RequestId': '6ba70596-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6ba70596-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:16:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.03800974041223526, 'Negative': 0.16216006875038147, 'Neutral': 0.7737224102020264, 'Mixed': 0.02610776014626026}
{'RequestId': '6bb66ee7-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6bb66ee7-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.08610036969184875, 'Negative': 0.00255114259198308, 'Neutral': 0.9061154127120972, 'Mixed': 0.005233139730989933}
{'RequestId': '6bc56308-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6bc56308-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:16:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.4457532465457916, 'Negative': 0.003287609200924635, 'Neutral': 0.5408689379692078, 'Mixed': 0.010090233758091927}
{'RequestId': '6bd4f369-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6bd4f369-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:16:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.05594775453209877, 'Negative': 0.06245700642466545, 'Neutral': 0.8373827338218689, 'Mixed': 0.04421243444085121}
{'RequestId': '6be5200a-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6be5200a-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:16:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.015194415114820004, 'Negative': 0.09303097426891327, 'Neutral': 0.8680599927902222, 'Mixed': 0.0237145833671093}
{'RequestId': '6bf6ac3b-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6bf6ac3b-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:16:24 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.28101029992103577, 'Negative': 0.055288828909397125, 'Neutral': 0.6270870566368103, 'Mixed': 0.0366138219833374}
{'RequestId': '6c05a05c-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6c05a05c-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:16:25 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.015204769559204578, 'Negative': 0.021975243464112282, 'Neutral': 0.9557008743286133, 'Mixed': 0.007119114976376295}
{'RequestId': '6c141f4d-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6c141f4d-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:16:25 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.017295299097895622, 'Negative': 0.5291556119918823, 'Neutral': 0.07821574062108994, 'Mixed': 0.375333309173584}
{'RequestId': '6c23d6be-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6c23d6be-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:16:25 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.06955083459615707, 'Negative': 0.003570760600268841, 'Neutral': 0.9208371043205261, 'Mixed': 0.006041289307177067}
{'RequestId': '6c338e2f-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6c338e2f-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:16:25 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.015255224891006947, 'Negative': 0.002017304068431258, 'Neutral': 0.9784157872200012, 'Mixed': 0.004311646334826946}
{'RequestId': '6c42f783-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6c42f783-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:16:25 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.04081327095627785, 'Negative': 0.026074901223182678, 'Neutral': 0.9195807576179504, 'Mixed': 0.013530993834137917}
{'RequestId': '6c5287e6-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6c5287e6-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:16:25 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.004735002759844065, 'Negative': 0.7640380859375, 'Neutral': 0.20349454879760742, 'Mixed': 0.02773236855864525}
{'RequestId': '6c623f57-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6c623f57-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:16:25 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.2975614368915558, 'Negative': 0.009352099150419235, 'Neutral': 0.682093620300293, 'Mixed': 0.010992889292538166}
{'RequestId': '6c726bfb-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6c726bfb-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '159', 'date': 'Mon, 10 Jun 2019 09:16:25 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.07353201508522034, 'Negative': 0.340620219707489, 'Neutral': 0.5358342528343201, 'Mixed': 0.05001351982355118}
{'RequestId': '6c81872f-8b60-11e9-bcb6-4fae4a7b19ad', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '6c81872f-8b60-11e9-bcb6-4fae4a7b19ad', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:16:25 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.7059038281440735, 'Negative': 0.0007510542054660618, 'Neutral': 0.28761428594589233, 'Mixed': 0.005730895325541496}
